projection_season,player_id,player_name,position,nfl_team,adp_segment,normalized_adp,weight,projected_perceived_value,projected_winning_bid,expected_reg_points,expected_reg_ppg,expected_points_per_1000_bid
2026,14122,"Slayton, Darius",WR,NYG,NON_IDP,24.083333333333332,0.20377068324339734,7744.52,7744.52,105.37,7.787,13.606
2026,16788,"Vele, Devaughn",WR,NOS,NON_IDP,23.166666666666668,0.2077630083193331,7896.25,7896.25,106.15,7.842,13.443
2026,10775,"Wagner, Bobby",LB,WAS,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,12263,"Waller, Darren",TE,MIA,NON_IDP,400.0,0.05,1900.3,1900.3,86.03,6.054,45.272
2026,15694,"Willis, Malik",QB,GBP,NON_IDP,19.0,0.22941573387056174,8719.18,8719.18,196.74,15.488,22.564
2026,16432,"Wilson, Emanuel",RB,GBP,NON_IDP,19.916666666666668,0.22407410609198133,8516.17,8516.17,87.68,6.628,10.296
2026,14909,"Winfield, Antoine",S,TBB,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,12140,"Winston, Jameis",QB,NYG,NON_IDP,400.0,0.05,1900.3,1900.3,191.17,15.162,100.6
2026,14590,"Al-Shaair, Azeez",LB,HOU,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13589,"Allen, Josh",QB,BUF,NON_IDP,1.0,1.0,38006.04,38006.04,435.3,27.456,11.453
2026,13268,"Anzalone, Alex",LB,DET,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16700,"Bishop, Cole",S,BUF,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13418,"Bourne, Kendrick",WR,SFO,NON_IDP,400.0,0.05,1900.3,1900.3,99.02,7.342,52.108
2026,15797,"Dulcich, Greg",TE,MIA,NON_IDP,400.0,0.05,1900.3,1900.3,86.03,6.054,45.272
2026,15331,"Freiermuth, Pat",TE,PIT,NON_IDP,21.666666666666668,0.21483446221182986,8165.01,8165.01,99.0,7.021,12.125
2026,16156,"Haener, Jake",QB,NOS,NON_IDP,400.0,0.05,1900.3,1900.3,191.17,15.162,100.6
2026,14940,"Highsmith, Alex",DE,PIT,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16151,"Hooker, Hendon",QB,NYJ,NON_IDP,400.0,0.05,1900.3,1900.3,191.17,15.162,100.6
2026,14789,"Huntley, Tyler",QB,BAL,NON_IDP,400.0,0.05,1900.3,1900.3,191.17,15.162,100.6
2026,13593,"Jackson, Lamar",QB,BAL,NON_IDP,1.5833333333333335,0.7947194142390261,30204.14,30204.14,285.7,20.698,9.459
2026,14095,"Johnson, Ty",RB,BUF,NON_IDP,400.0,0.05,1900.3,1900.3,76.9,5.91,40.467
2026,14717,"McLaughlin, Chase",PK,TBB,NON_IDP,400.0,0.05,1900.3,1900.3,59.54,5.803,31.332
2026,16197,"Mingo, Jonathan",WR,DAL,NON_IDP,400.0,0.05,1900.3,1900.3,99.02,7.342,52.108
2026,13131,"Mixon, Joe",RB,HOU,NON_IDP,22.666666666666668,0.21004201260420147,7982.86,7982.86,84.81,6.437,10.624
2026,16725,"Mustapha, Malik",S,SFO,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13813,"Oluokun, Foyesade",LB,JAC,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,15762,"Pickens, George",WR,DAL,NON_IDP,3.5,0.5345224838248488,20315.08,20315.08,181.55,13.13,8.937
2026,15076,"Rozeboom, Christian",LB,CAR,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16282,"Turner, Kobie",DT,LAR,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13604,"Barkley, Saquon",RB,PHI,NON_IDP,6.083333333333333,0.4054424270396916,15409.26,15409.26,128.09,9.318,8.313
2026,16846,"Bates, Jake",PK,DET,NON_IDP,400.0,0.05,1900.3,1900.3,59.54,5.803,31.332
2026,12616,"Brissett, Jacoby",QB,ARI,NON_IDP,19.416666666666668,0.2269408423416701,8625.12,8625.12,196.5,15.474,22.782
2026,12752,"Byard, Kevin",S,CHI,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,15817,"Davis, Jordan",DT,PHI,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,15821,"Dean, Nakobe",LB,PHI,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13697,"Edmunds, Tremaine",LB,CHI,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,17105,"Helm, Gunnar",TE,TEN,NON_IDP,18.916666666666668,0.22992049957180422,8738.37,8738.37,103.53,7.358,11.848
2026,14910,"Jones, Brandon",S,DEN,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16773,"Jordan, Jawhar",RB,HOU,NON_IDP,400.0,0.05,1900.3,1900.3,76.9,5.91,40.467
2026,11769,"Lawrence, Demarcus",DE,SEA,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,17339,"McNamara, Austin",PN,NYJ,NON_IDP,400.0,0.05,1900.3,1900.3,105.44,7.834,55.486
2026,14210,"Pratt, Germaine",LB,IND,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16184,"Reed, Jayden",WR,GBP,NON_IDP,12.583333333333334,0.28190459144096375,10714.08,10714.08,121.0,8.883,11.294
2026,15284,"Waddle, Jaylen",WR,MIA,NON_IDP,6.833333333333333,0.38254602783800296,14539.06,14539.06,142.75,10.409,9.818
2026,15712,"Allgeier, Tyler",RB,ATL,NON_IDP,15.916666666666666,0.2506535958866141,9526.35,9526.35,93.21,6.996,9.784
2026,15355,"Bolton, Nick",LB,KCC,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,16193,"Boutte, Kayshon",WR,NEP,NON_IDP,15.25,0.25607375986579195,9732.35,9732.35,115.73,8.514,11.891
2026,16295,"Conner, Chamarri",S,KCC,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,13146,"Conner, James",RB,ARI,NON_IDP,17.583333333333332,0.2384785900551493,9063.63,9063.63,90.67,6.827,10.004
2026,13713,"Fitzpatrick, Minkah",S,MIA,IDP,400.0,0.05,2317.92,2317.92,98.55,7.344,42.517
2026,12676,"Henry, Hunter",TE,NEP,NON_IDP,16.416666666666668,0.24680702093691811,9380.16,9380.16,108.65,7.74,11.583
