message_date_et,season_inferred,source_channel,event_type,team_raw,player_raw,reason,content
2025-05-17 14:00:22,2025,contract-activity,extension,Unknown Team,"Hall, Breece",franchise_not_found,"📢 **Unknown Team** just dropped a new **contract extension**!

🧾 **Hall, Breece** has agreed to terms.
• **Total Contract Value:** $70,000
• **Total Years:** 2
• **Guaranteed:** $52,500

📆 **Contract Breakdown:**
- 2025: $35,000
- 2026: $35,000

**What else can brown do for you?** :upsbot:"
