projection_season,franchise_id,team_name,player_id,player_name,position,nfl_team,status_base,cap_status_factor,salary_base,contract_year_base,contract_status_base,contract_info_base,projected_contract_year,action,projected_salary_2026,tag_eligible_ind,tag_selected_ind,tag_side,tag_salary,rookie_extend_candidate_ind,rookie_extend_selected_ind,rookie_extend_salary,adp_source_season,average_pick,normalized_adp,points_adp_proxy,adp_normalization_source,projected_pool_ind,estimated_market_value,expected_reg_points,expected_reg_ppg,points_model_group,points_model_samples,points_model_method,next_salary_method
2026,0001,L.A. Looks,16626,"Mitchell, Adonai",WR,NYJ,TAXI_SQUAD,0.0,5000,2,Rookie,CL 3| TCV 15K| AAV 5K,1,retain_existing,5000,0,0,OFFENSE,0,0,0,0,2026,223.0,19.5,223.0,sleeper_sf_slot,0,0.0,109.82,8.099,WR,312,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,15365,"Moehrig, Trevon",S,CAR,ROSTER,1.0,3000,1,Tag,CL 1| TCV 3K| AAV 3K| No Further Extensions,0,expiring_to_pool,0,0,0,IDP_K,4000,0,0,0,2026,,400.0,400.0,fallback_missing_adp,1,2317.92,98.55,7.344,IDP,172,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,14071,"Montgomery, David",RB,DET,ROSTER,1.0,28000,2,FL,"CL 2| TCV 40K| AAV 20K| Y1-28K, Y2-12K",1,retain_existing,12000,0,0,OFFENSE,0,0,0,0,2026,156.0,13.916666666666666,156.0,sleeper_sf_slot,0,0.0,96.88,7.241,RB,256,inv_sqrt_adp_weighted_linear,remaining_year_index
2026,0001,L.A. Looks,16582,"Nix, Bo",QB,DEN,ROSTER,1.0,5000,2,Rookie,CL 3| TCV 15K| AAV 5K,1,retain_existing,5000,0,0,OFFENSE,0,0,0,0,2026,28.0,3.25,28.0,sleeper_sf_slot,0,0.0,234.45,17.696,QB,114,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,15749,"Pacheco, Isiah",RB,KCC,ROSTER,1.0,15000,1,Veteran,CL 2| TCV 20K| AAV 5K/15K| Y1- 5K Y2- 15K| Ext: PG,0,expiring_to_pool,0,1,0,OFFENSE,17000,0,0,0,2026,215.0,18.833333333333332,215.0,sleeper_sf_slot,1,8757.68,89.0,6.716,RB,256,inv_sqrt_adp_weighted_linear,fallback_second_year
2026,0001,L.A. Looks,14871,"Parkinson, Colby",TE,LAR,ROSTER,1.0,1000,1,WW,CL 1|,0,expiring_to_pool,0,0,0,OFFENSE,0,0,0,0,2026,240.0,20.916666666666668,240.0,sleeper_sf_slot,1,8310.1,100.14,7.106,TE,124,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,15350,"Parsons, Micah",DE,GBP,INJURED_RESERVE,0.5,7000,1,Veteran,CL 3| TCV 16K| AAV 7K| Ext: Mafia,0,expiring_to_pool,0,1,0,IDP_K,8000,0,0,0,2026,,400.0,400.0,fallback_missing_adp,1,2317.92,98.55,7.344,IDP,172,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,15768,"Pierce, Alec",WR,IND,ROSTER,1.0,2000,2,Veteran,CL 2| TCV 4K| AAV 2K,1,retain_existing,2000,0,0,OFFENSE,0,0,0,0,2026,131.0,11.833333333333334,131.0,sleeper_sf_slot,0,0.0,122.82,9.011,WR,312,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,17047,"Sampson, Dylan",RB,CLE,TAXI_SQUAD,0.0,2000,3,Rookie,CL 3| TCV 6K| AAV 2K,2,retain_existing,2000,0,0,OFFENSE,0,0,0,0,2026,220.0,19.25,220.0,sleeper_sf_slot,0,0.0,88.48,6.681,RB,256,inv_sqrt_adp_weighted_linear,
2026,0001,L.A. Looks,17062,"Sanders, Raheim",RB,CLE,ROSTER,1.0,1000,1,WW,CL 1|,0,expiring_to_pool,0,0,0,OFFENSE,0,0,0,0,2026,,400.0,400.0,fallback_missing_adp,1,1900.3,76.9,5.91,RB,256,inv_sqrt_adp_weighted_linear,
