projection_season,top5_count,top5_value_sum,top10_count,top10_value_sum,top25_count,top25_value_sum,top50_count,top50_value_sum,top100_count,top100_value_sum,all_count,all_value_sum,sf_count,sf_value_sum
2026,5,151410.6,10,234835.15,25,413025.73,50,634573.5,100,878295.37,234,1163421.83,28,258879.6
