position,season,prior_season,player_id,player_name,franchise_id,prior_team_name,team_name,prior_status,cur_status,prior_salary,cur_salary,salary_jump_x,prior_cy,cur_cy,extension_flag,restructure_flag,mym_flag,contract_info,inferred_extension_term,inferred_extension_rate,reasons
WR,2019,2018,11675,"Adams, Davante",0009,Good in Da Hood,C-Town Chivalry,Veteran,Veteran GF,25000,45000,1.8,3,2,0,0,0,"Ext PG '17, '18 Hood '19 & '20 [25K, 45K, 45K]",0,0,salary_jump_no_flag
WR,2024,2023,11675,"Adams, Davante",0004,Ulterior Warrior,Pure Greatness,Tag,FL,72000,50000,0.69,1,3,0,0,0,"CL 3| TCV 90K| AAV 30K| Y1-50, Y2-20, Y3-20",0,0,contract_year_reset_no_flag
WR,2019,2018,11678,"Robinson, Allen",0005,Gride,Run CMC,Veteran,Veteran GF,38000,38000,1.0,3,2,0,1,0,"Ext. Mather '17 & '18 GRide '19 & '20 Restructured [38K,39K]  AAV 45K",0,0,restructure_only
WR,2019,2018,11679,"Beckham, Odell",0007,Sex Manther,Sex Manther,Veteran,Veteran GF,28000,48000,1.71,3,2,0,0,0,"Ext. UW '17, '18 Manther '19 & '20 [28K,48K,48K]",0,0,salary_jump_no_flag
WR,2022,2021,11679,"Beckham, Odell",0005,Cleon Ca$h,Run CMC,Veteran,Veteran,58000,5000,0.09,1,3,0,0,0,CL 3| TCV 15K| AAV 5K,0,0,contract_year_reset_no_flag
WR,2017,2016,11681,"Richardson, Paul",0011,,Cleon Ca$h,,RESTRUCTURED,0,22000,,0,2,0,1,0,"Ext UW '17 Ext. CC '18 [22K, 12K]",0,0,restructure_only
WR,2018,2017,11681,"Richardson, Paul",0011,Cleon Ca$h,Cleon Ca$h,RESTRUCTURED,Veteran,22000,12000,0.55,2,1,0,1,0,"Ext UW '17 Ext. CC '18 (Restructured) [22K, 12K] (AAV $22K)",0,0,restructure_only
WR,2019,2018,11681,"Richardson, Paul",0009,Cleon Ca$h,C-Town Chivalry,Veteran,Veteran,12000,1000,0.08,1,3,0,0,0,TCV 3K,0,0,contract_year_reset_no_flag
WR,2018,2017,11688,"Bryant, Martavis",0004,Gordon Is The New Blackmon,Pure Greatness,ROOKIE,Veteran,2000,3000,1.5,1,3,0,0,0,,0,0,rookie_to_vet_no_flag;salary_jump_no_flag;contract_year_reset_no_flag
WR,2017,2016,11783,"Brown, John",0002,,Crystal Blue Persuasian,,RESTRUCTURED,0,17000,,0,2,0,1,0,"[17K, 17K, 18K] Avg. 4, 24, 24",0,0,restructure_only
WR,2018,2017,11890,"Wilson, Albert",0008,,Gordon Is The New Blackmon,,Restructure,0,11000,,0,2,0,1,0,"[11K,1K] (AAV 1K,11K)",0,0,restructure_only
WR,2022,2021,11938,"Thielen, Adam",0012,Hawks,Hawks,Veteran,Veteran,25000,40000,1.6,2,1,0,0,0,CL 2| TCV 65K| AAV 40K| Y1-25 Y2-40,0,0,salary_jump_no_flag
WR,2020,2019,12175,"Cooper, Amari",0004,Pure Greatness,Pure Greatness,FL GF,FL GF,70000,49000,0.7,3,2,0,1,0,"Ext. Blake '18/'19 PG '20/21 Restructure [49K,20K] AAV 53K/53K Overpay 37K",0,0,restructure_only
WR,2022,2021,12175,"Cooper, Amari",0002,Run CMC,The Bash Bros,BL,FL,20000,40000,2.0,2,2,0,0,0,CL 2| TCV 54K| AAV 27K| Y1-40 Y2-14,0,0,salary_jump_no_flag
WR,2022,2021,12176,"Parker, DeVante",0012,Hawks,Hawks,Veteran,Veteran,9000,5000,0.56,1,3,0,0,0,CL 3| TCV 15K| AAV 5K,0,0,contract_year_reset_no_flag
WR,2018,2017,12181,"Agholor, Nelson",0010,C'mon Son,Blake Bombers,STANDARD,FL,2000,26000,13.0,1,3,0,0,0,"[26K, 18K, 7K] AAV (17)",0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2017,2016,12184,"Crowder, Jamison",0001,,Ulterior Warrior,,RESTRUCTURED,0,1000,,0,2,0,1,0,"Ext '17 Hood '18 UW [11K, 1K, 21K]",0,0,restructure_only
WR,2019,2018,12184,"Crowder, Jamison",0005,Ulterior Warrior,Run CMC,Restructure,Veteran GF,11000,1000,0.09,2,1,0,1,0,"Restructure [11K, 1K]  AAV 11K",0,0,restructure_only
WR,2020,2019,12184,"Crowder, Jamison",0005,Run CMC,Run CMC,Veteran GF,FL,1000,11000,11.0,1,2,0,0,0,"[11K, 3K] AAV 7K TCV 14K",0,0,salary_jump_no_flag
WR,2020,2019,12186,"Diggs, Stefon",0003,C-Town Chivalry,Gride,Veteran GF,Veteran GF,22000,42000,1.91,3,2,0,0,0,"Ext. Greatness '18/19, Blake '20, '21 [22K, 42K,42K]  TCV 106",0,0,salary_jump_no_flag
WR,2019,2018,12187,"Lockett, Tyler",0002,The Bash Bros,The Bash Bros,Veteran,Veteran,12000,46000,3.83,1,2,0,0,0,TCV 92K,0,0,salary_jump_no_flag
WR,2021,2020,12187,"Lockett, Tyler",0010,Ulterior Warrior,Blake Bombers,Veteran,FL,46000,30000,0.65,1,3,0,0,0,"CL 3| TCV 111K| AAV 37K| (30,40,41)",0,0,contract_year_reset_no_flag
WR,2022,2021,12187,"Lockett, Tyler",0005,Blake Bombers,Run CMC,FL,FL,30000,70000,2.33,3,2,0,0,0,CL 2| TCV 81K| AAV 37K| Y1-70 Y2-11,0,0,salary_jump_no_flag
WR,2024,2023,12187,"Lockett, Tyler",0012,HammerTime 🔨 ⏰,Hawks,FL,Veteran,11000,4000,0.36,1,3,0,0,0,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",0,0,contract_year_reset_no_flag
WR,2020,2019,12197,"Perriman, Breshad",0003,Gride,Gride,WW,Veteran,5000,11000,2.2,1,1,0,0,0,,0,0,salary_jump_no_flag
WR,2021,2020,12647,"Fuller, Will",0012,Hawks,Hawks,Veteran,Veteran,26000,46000,1.77,3,2,0,0,0,CL 3| TCV 118K,0,0,salary_jump_no_flag
WR,2020,2019,12650,"Boyd, Tyler",0009,#BLM,C-Town Chivalry,Veteran,Veteran,4000,24000,6.0,3,2,0,0,0,"Ext. BLM '20/'21 - TCV 52K [4K, 24K, 24K]",0,0,salary_jump_no_flag
WR,2019,2018,12652,"Thomas, Michael",0003,Gride,Gride,Rookie/Extension,Veteran GF,10000,30000,3.0,3,2,0,0,0,Extended by Hood '19 & '20,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2021,2020,12652,"Thomas, Michael",0007,Sex Manther,Sex Manther,Veteran,Veteran,30000,50000,1.67,3,2,0,0,0,CL 3| TCV 130K,0,0,salary_jump_no_flag
WR,2019,2018,12656,"Higgins, Rashard",0006,Sex Manther,Good in Da Hood,Veteran,Veteran,1000,5000,5.0,1,2,0,0,0,TCV 10K,0,0,salary_jump_no_flag
WR,2019,2018,12658,"Shepard, Sterling",0003,C'mon Son,Gride,Rookie/Extension,Veteran,11000,25000,2.27,3,2,0,0,0,TCV 50K,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2019,2018,12665,"Allison, Geronimo",0003,Cleon Ca$h,Gride,Veteran,Veteran,5000,9000,1.8,1,2,0,0,0,TCV 18K,0,0,salary_jump_no_flag
WR,2019,2018,12801,"Hill, Tyreek",0002,Sex Manther,The Bash Bros,Veteran,Veteran GF,14000,14000,1.0,3,2,0,1,0,"Restructure Ext. Manther '19 - '20 [14K,15K]  AAV 21K",0,0,restructure_only
WR,2021,2020,12801,"Hill, Tyreek",0006,Good in Da Hood,Good in Da Hood,FL,Veteran,21000,38000,1.81,3,2,0,0,0,CL 3| TCV 97K| AAV 41K,0,0,salary_jump_no_flag
WR,2024,2023,12801,"Hill, Tyreek",0007,CBP,Sex Manther,Tag,BL,51000,41000,0.8,1,3,0,0,0,"CL 3| TCV 183K| AAV 61Kl Y1- 41K, Y2- 71K, Y3-71K",0,0,contract_year_reset_no_flag
WR,2025,2024,12801,"Hill, Tyreek",0007,Sex Manther,Sex Manther,BL,FL,41000,80000,1.95,3,2,0,0,0,"CL 2| TCV 142K| AAV 61Kl Y1- 80K, Y2- 62K",0,0,salary_jump_no_flag
WR,2018,2017,12930,"Anderson, Robby",0008,White Power,Gordon Is The New Blackmon,STANDARD,Veteran,3000,17000,5.67,1,3,0,0,0,,0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2021,2020,12930,"Anderson, Robby",0011,Blake Bombers,Cleon Ca$h,Veteran,Veteran,17000,27000,1.59,2,1,0,0,0,CL 2| TCV 44K,0,0,salary_jump_no_flag
WR,2020,2019,13154,"Williams, Mike",0004,Pure Greatness,Pure Greatness,Rookie/Veteran GF,Veteran GF,12000,22000,1.83,2,1,0,0,0,"Ext. Hawks '20 [12K, 22K]",0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2023,2022,13154,"Williams, Mike",0008,Blake Bombers,Real Deal Creel,Veteran,Veteran,6000,16000,2.67,2,1,0,0,0,CL 2| TCV 22K| AAV 16K|  Y1-6 Y2-16,0,0,salary_jump_no_flag
WR,2022,2021,13156,"Smith-Schuster, JuJu",0008,Cleon Ca$h,#BLM,FL,Veteran,1000,15000,15.0,1,3,0,0,0,CL 3| TCV 45K| AAV 15K,0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2021,2020,13157,"Samuel, Curtis",0001,Pure Greatness,Ulterior Warrior,WW,FL,4000,15000,3.75,1,2,0,0,0,"CL 2| TCV 24K| AAV 12K| (15,9)",0,0,salary_jump_no_flag
WR,2023,2022,13157,"Samuel, Curtis",0005,#BLM,HammerTime 🔨 ⏰,WW,Veteran,12000,1000,0.08,1,3,0,0,0,CL 3| TCV 3K| AAV 1K,0,0,contract_year_reset_no_flag
WR,2020,2019,13163,"Godwin, Chris",0012,Hawks,Hawks,Rookie/Veteran,Veteran,5000,25000,5.0,3,2,0,0,0,"TCV 55K [5K, 25K, 25K]",0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2022,2021,13163,"Godwin, Chris",0012,Hawks,Hawks,Veteran,Tag,25000,43000,1.72,1,1,0,0,0,CL 1|Returns to FA in '23,0,0,salary_jump_no_flag
WR,2022,2021,13164,"Kupp, Cooper",0011,Cleon Ca$h,Cleon Ca$h,Veteran,Veteran,22000,42000,1.91,3,2,0,0,0,CL 3| TCV 106K |AAV 42K| Y1-22 Y2-42 Y3-42,0,0,salary_jump_no_flag
WR,2020,2019,13277,"Golladay, Kenny",0006,Blake Bombers,Good in Da Hood,Rookie GF,FL,5000,87000,17.4,1,2,0,0,0,"TCV 124K AAV 62K [87K, 37K]",0,0,salary_jump_no_flag
WR,2018,2017,13412,"Cole, Keelan",0001,Gordon Is The New Blackmon,Ulterior Warrior,STANDARD,FL,1000,14000,14.0,1,3,0,0,0,"[14K, 9K, 4K] AAV (9)",0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2023,2022,13418,"Bourne, Kendrick",0012,Cleon Ca$h,Hawks,WW,WW,1000,5000,5.0,1,1,0,0,0,,0,0,salary_jump_no_flag
WR,2021,2020,13629,"Ridley, Calvin",0012,Hawks,Hawks,Veteran,Veteran,6000,26000,4.33,3,2,0,0,0,CL 2| TCV 52K,0,0,salary_jump_no_flag
WR,2023,2022,13629,"Ridley, Calvin",0007,The Bash Bros,Sex Manther,BL,BL,12000,18000,1.5,3,2,0,0,0,CL 3| TCV 54K| AAV 18K| Y1-12 Y2-18 Y3-24,0,0,salary_jump_no_flag
WR,2023,2022,13630,"Sutton, Courtland",0001,The Bash Bros,Ulterior Warrior,Veteran,Veteran,25000,10000,0.4,1,3,0,0,0,CL 3| TCV 30K| AAV 10K,0,0,contract_year_reset_no_flag
WR,2022,2021,13632,"Lazard, Allen",0011,The Bash Bros,Cleon Ca$h,WW,Veteran,2000,12000,6.0,1,3,0,0,0,CL 3| TCV 36K| AAV 12K,0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2022,2021,13633,"Kirk, Christian",0003,Sex Manther,Gride,Veteran,Veteran,4000,9000,2.25,1,2,0,0,0,CL 2| TCV 18K| AAV 9K,0,0,salary_jump_no_flag
WR,2024,2023,13633,"Kirk, Christian",0004,HammerTime 🔨 ⏰,Pure Greatness,Veteran,Veteran,9000,19000,2.11,2,1,0,0,0,CL 2| TCV 28K| AAV 19K| Y1-9K Y2-19K,0,0,salary_jump_no_flag
WR,2023,2022,13635,"Moore, D.J.",0010,C-Town Chivalry,Blake Bombers,BL,FL,26000,61000,2.35,3,2,0,0,0,"CL 2| TCV 101K| AAV 49K |Y1-61 Y2-40| Ext: UW, Chivalry",0,0,salary_jump_no_flag
WR,2021,2020,13646,"Gallup, Michael",0006,Good in Da Hood,Good in Da Hood,Rookie GF,Veteran,5000,10000,2.0,1,2,0,0,0,CL 2| TCV 20K| AAV 10K,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2021,2020,13793,"Valdes-Scantling, Marquez",0011,Cleon Ca$h,Cleon Ca$h,Rookie GF,ER,2000,4000,2.0,1,1,0,0,0,CL 1|,0,0,salary_jump_no_flag
WR,2022,2021,14105,"Brown, Marquise",0006,Run CMC,Good in Da Hood,Rookie/Veteran,Veteran,10000,20000,2.0,2,1,0,0,0,CL 2| TCV 30K| AAV 20K| Y1-10 Y2-20,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2023,2022,14105,"Brown, Marquise",0011,Good in Da Hood,Cleon Ca$h,Veteran,Veteran,20000,37000,1.85,1,1,0,0,0,CL 1| TCV K| AAV K,0,0,salary_jump_no_flag
WR,2024,2023,14105,"Brown, Marquise",0012,Cleon Ca$h,Hawks,Veteran,Veteran,37000,8000,0.22,1,3,0,0,0,"CL 3| TCV 24K| AAV 8K| Y1-8, Y2-8, Y3-8",0,0,contract_year_reset_no_flag
WR,2025,2024,14109,"McLaurin, Terry",0010,Ulterior Warrior,Blake Bombers,Veteran,Veteran,32000,19000,0.59,1,3,0,0,0,CL 3| TCV 57K| AAV 19K,0,0,contract_year_reset_no_flag
WR,2020,2019,14122,"Slayton, Darius",0009,#BLM,C-Town Chivalry,Rookie,FL,2000,26000,13.0,1,2,0,0,0,"[26K, 8K] TCV 34K",0,0,salary_jump_no_flag
WR,2024,2023,14127,"Meyers, Jakobi",0001,Hawks,Ulterior Warrior,Veteran,Veteran,5000,4000,0.8,1,3,0,0,0,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",0,0,contract_year_reset_no_flag
WR,2022,2021,14136,"Samuel, Deebo",0007,Sex Manther,Sex Manther,Rookie/Veteran,Veteran,5000,25000,5.0,3,2,0,0,0,CL 3| TCV 55K| AAV 25K| Y1-5 Y2-25 Y3-25,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2025,2024,14136,"Samuel, Deebo",0003,Blake Bombers,Gride,Veteran,Veteran,35000,8000,0.23,1,3,0,0,0,CL 3| TCV 24K| AAV 8K,0,0,contract_year_reset_no_flag
WR,2024,2023,14208,"Johnson, Diontae",0003,Gride,Gride,Veteran,Veteran,12000,48000,4.0,2,1,0,0,0,CL 2| TCV 60K| AAV 35K| Y1-12 Y2-48| Ext: PG,0,0,salary_jump_no_flag
WR,2020,2019,14613,"Sims, Steven",0003,Pure Greatness,Gride,Rookie,Veteran,1000,2000,2.0,1,3,0,0,0,TCV 6K,0,0,rookie_to_vet_no_flag;salary_jump_no_flag;contract_year_reset_no_flag
WR,2024,2023,14833,"Jeudy, Jerry",0011,The Main Event Mafia,Cleon Ca$h,Veteran,FL,20000,7000,0.35,1,3,0,0,0,"CL 3| TCV 9K| AAV 3K| Y1-7, Y2-1, Y3-1",0,0,contract_year_reset_no_flag
WR,2024,2023,14840,"Aiyuk, Brandon",0002,CBP,CBP,Veteran,Veteran,15000,25000,1.67,2,1,0,0,0,CL 2| TCV 40K| AAV 25K |Y1-15 Y2-25| Ext: CBP,0,0,salary_jump_no_flag
WR,2025,2024,14842,"Pittman, Michael",0003,Gride,Gride,Veteran,Veteran,25000,45000,1.8,3,2,0,0,0,CL 3| TCV 115K| AAV 45K| Y1-25K Y2-45K Y3-45K| Ext: PG,0,0,salary_jump_no_flag
WR,2025,2024,14860,"Jennings, Jauan",0008,Real Deal Creel,Real Deal Creel,Veteran,Veteran,1000,11000,11.0,2,1,0,0,0,CL 2| TCV 12K| AAV 11K| Y1-1 Y2-11| Ext: Creel,0,0,salary_jump_no_flag
WR,2025,2024,14974,"Mooney, Darnell",0002,CBP,CBP,Veteran,Veteran,2000,12000,6.0,2,1,0,0,0,CL 2| TCV 14K| AAV 12K |Y1-2 Y2-12| Ext: CBP,0,0,salary_jump_no_flag
WR,2025,2024,15282,"Smith, DeVonta",0002,CBP,CBP,Veteran,Veteran,16000,26000,1.62,2,1,0,0,0,"CL 2| TCV 42K| AAV 26K|Y1-16 Y2-26|Ext: GRide, CBP",0,0,salary_jump_no_flag
WR,2024,2023,15288,"Moore, Elijah",0008,Pure Greatness,Real Deal Creel,WW,WW,5000,29000,5.8,1,1,0,0,0,CL 1|,0,0,salary_jump_no_flag
WR,2024,2023,15293,"Bateman, Rashod",0003,Sex Manther,Gride,Veteran,WW,1000,3000,3.0,3,1,0,0,0,CL 1|,0,0,salary_jump_no_flag
WR,2025,2024,15293,"Bateman, Rashod",0005,The Long Haulers,HammerTime 🔨 ⏰,WW,Veteran,3000,5000,1.67,1,3,0,0,0,CL 3| TCV 15K| AAV 5K,0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2025,2024,15754,"Olave, Chris",0004,Pure Greatness,Pure Greatness,Rookie/Veteran,FL,11000,51000,4.64,3,2,0,0,0,"CL 2| TCV 62K| AAV 31K| Y1-51, Y2-11| Ext: Blake",0,0,salary_jump_no_flag
WR,2025,2024,15761,"Shakir, Khalil",0010,HammerTime 🔨 ⏰,Blake Bombers,Rookie,BL,2000,14000,7.0,1,3,0,0,0,"CL 3| TCV 57K| AAV 19K| Y1-14K, Y2-25K, Y3-18K",0,0,salary_jump_no_flag;contract_year_reset_no_flag
WR,2023,2022,15763,"Ross, Justyn",0011,The Bash Bros,Cleon Ca$h,Rookie,Veteran,2000,15000,7.5,3,1,0,0,0,CL 1| TCV K| AAV K,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2025,2024,15779,"Doubs, Romeo",0005,Hawks,HammerTime 🔨 ⏰,Rookie,Veteran,2000,4000,2.0,1,1,0,0,0,CL 1|,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2025,2024,15789,"Watson, Christian",0008,Pure Greatness,Real Deal Creel,Rookie,Veteran,6000,1000,0.17,1,3,0,0,0,CL 3| TCV 3K| AAV 1K,0,0,contract_year_reset_no_flag
WR,2025,2024,16080,"Shaheed, Rashid",0010,CBP,Blake Bombers,Rookie,Veteran,1000,7000,7.0,1,3,0,0,0,"CL 3| TCV 21K| AAV 7K| Y1-7K, Y2-7K, Y3-7K",0,0,rookie_to_vet_no_flag;salary_jump_no_flag;contract_year_reset_no_flag
WR,2024,2023,16287,"Tucker, Tre",0010,Real Deal Creel,Blake Bombers,Rookie,Veteran,1000,1000,1.0,1,3,0,0,0,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",0,0,contract_year_reset_no_flag
WR,2025,2024,16342,"Douglas, Demario",0004,Pure Greatness,Pure Greatness,Rookie/Veteran,Veteran,1000,12000,12.0,2,1,0,0,0,CL 2| TCV 14K| AAV 12K |Y1-2 Y2-12| Ext: Blake,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
WR,2018,2017,7393,"Fitzgerald, Larry",0010,White Power,Blake Bombers,STANDARD,BL,32000,18000,0.56,1,3,0,0,0,"[18K, 43K,62K] (AAV 41)",0,0,contract_year_reset_no_flag
WR,2019,2018,9075,"Jackson, DeSean",0006,The Bash Bros,Good in Da Hood,Veteran,FL,5000,10000,2.0,1,2,0,0,0,"TCV 14K AAV 7K [10K, 4K]",0,0,salary_jump_no_flag
WR,2017,2016,9662,"Edelman, Julian",0005,,C'mon Son,,RESTRUCTURED - FL,0,69000,,0,2,0,1,0,"Ext. Gordon '16, T-Tag Gordon '17, Ext '18 Son [ 69K, 37K]",0,0,restructure_only
WR,2019,2018,9662,"Edelman, Julian",0008,Blake Bombers,#BLM,Veteran,Transition GF,29000,54000,1.86,1,1,0,0,0,Tag Blake '19,0,0,salary_jump_no_flag
WR,2018,2017,9823,"Bryant, Dez",0002,Gride,The Bash Bros,STANDARD,Veteran,65000,14000,0.22,1,3,0,0,0,,0,0,contract_year_reset_no_flag
WR,2018,2017,9831,"Tate, Golden",0009,Good in Da Hood,C-Town Chivalry,STANDARD,Veteran,27000,34000,1.26,1,3,0,0,0,,0,0,contract_year_reset_no_flag
TE,2023,2022,11244,"Kelce, Travis",0005,C-Town Chivalry,HammerTime 🔨 ⏰,BL,BL,26000,52000,2.0,3,2,0,0,0,"CL 2| TCV 128K| AAV 64KK| Y1-52, Y2-76| Ext: Chivalry",0,0,salary_jump_no_flag
TE,2018,2017,11247,"Ertz, Zach",0001,Ulterior Warrior,Ulterior Warrior,STANDARD,Veteran,25000,30000,1.2,1,3,0,0,0,"Tag UW '18 Ext '19/'20 C-Town [30K, 42K,42K]",0,0,contract_year_reset_no_flag
TE,2023,2022,11247,"Ertz, Zach",0009,Pure Greatness,C-Town Chivalry,Veteran,Veteran,11000,23000,2.09,3,2,0,0,0,"CL 3| TCV 57K| AAV 23K|  Y1-11 Y2-23 Y3-23| Ext: Hawks, PG",0,0,salary_jump_no_flag
TE,2019,2018,11257,"McDonald, Vance",0006,Good in Da Hood,Good in Da Hood,Veteran,Veteran,7000,16000,2.29,1,2,0,0,0,TCV 32K,0,0,salary_jump_no_flag
TE,2020,2019,11516,"Doyle, Jack",0002,The Bash Bros,The Bash Bros,WW,Veteran,4000,7000,1.75,1,2,0,0,0,TCV 14K AAV 4K/10K Ext. Bash '21,0,0,salary_jump_no_flag
TE,2022,2021,11647,"Thomas, Logan",0005,Blake Bombers,Run CMC,Veteran,Veteran,5000,11000,2.2,2,1,0,0,0,CL 2| TCV 16K| AAV 11K| Y1-5 Y2-11,0,0,salary_jump_no_flag
TE,2018,2017,11695,"Ebron, Eric",0005,Good in Da Hood,C'mon Son,STANDARD,Veteran,2000,7000,3.5,1,1,0,0,0,,0,0,salary_jump_no_flag
TE,2018,2017,11705,"Burton, Trey",0001,Ulterior Warrior,Ulterior Warrior,STANDARD,FL,4000,18000,4.5,1,3,0,0,0,"[18K, 13K, 5K] AAV (12)",0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2018,2017,12110,"Brate, Cameron",0005,White Power,C'mon Son,STANDARD,Veteran,3000,6000,2.0,1,1,0,0,0,,0,0,salary_jump_no_flag
TE,2022,2021,12263,"Waller, Darren",0006,Good in Da Hood,Good in Da Hood,FL,FL,10000,16000,1.6,3,2,0,0,0,CL 3| TCV 42K| AAV 18K| L 10K| Y1-10 Y2-16 Y3-16,0,0,salary_jump_no_flag
TE,2019,2018,12677,"Hooper, Austin",0005,Gordon Is The New Blackmon,Run CMC,Rookie,Veteran GF,5000,10000,2.0,1,2,0,0,0,,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
TE,2020,2019,12678,"Higbee, Tyler",0001,Blake Bombers,Ulterior Warrior,WW,Veteran,1000,1000,1.0,1,3,0,0,0,TCV 3K,0,0,contract_year_reset_no_flag
TE,2023,2022,12678,"Higbee, Tyler",0012,Pure Greatness,Hawks,Veteran,Veteran,1000,9000,9.0,1,1,0,0,0,CL 1| TCV K| AAV K,0,0,salary_jump_no_flag
TE,2024,2023,12678,"Higbee, Tyler",0008,Hawks,Real Deal Creel,Veteran,Veteran,9000,1000,0.11,1,3,0,0,0,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",0,0,contract_year_reset_no_flag
TE,2020,2019,13188,"Howard, O.J.",0004,The Bash Bros,Pure Greatness,Rookie GF,Veteran,8000,11000,1.38,1,1,0,0,0,Eligible for Multi,0,0,rookie_to_vet_no_flag
TE,2020,2019,13189,"Engram, Evan",0008,#BLM,#BLM,Rookie/Veteran GF,Veteran GF,7000,19000,2.71,3,2,0,0,0,"Ext. Cleon '20/'21 [7K,19K, 19K]",0,0,rookie_to_vet_no_flag;salary_jump_no_flag
TE,2023,2022,13189,"Engram, Evan",0010,Blake Bombers,Blake Bombers,Veteran,Tag,2000,17000,8.5,1,1,0,0,0,CL 1|Returns to FA in '24,0,0,salary_jump_no_flag
TE,2020,2019,13192,"Njoku, David",0011,Cleon Ca$h,Cleon Ca$h,Rookie/Veteran,Veteran,5000,11000,2.2,2,1,0,0,0,Ext. Manther '20,0,0,rookie_to_vet_no_flag;salary_jump_no_flag
TE,2022,2021,13192,"Njoku, David",0005,Blake Bombers,Run CMC,WW,Veteran,1000,3000,3.0,1,3,0,0,0,CL 3| TCV 9K| AAV 3K,0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2025,2024,13192,"Njoku, David",0003,CBP,Gride,Veteran,Veteran,3000,27000,9.0,1,2,0,0,0,CL 2| TCV 54K| AAV 27K,0,0,salary_jump_no_flag
TE,2025,2024,13193,"Smith, Jonnu",0005,Cleon Ca$h,HammerTime 🔨 ⏰,Veteran,Veteran,1000,6000,6.0,1,3,0,0,0,CL 3| TCV 16K| AAV 6K,0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2023,2022,13236,"Everett, Gerald",0005,Pure Greatness,HammerTime 🔨 ⏰,WW,WW,2000,5000,2.5,1,1,0,0,0,,0,0,salary_jump_no_flag
TE,2024,2023,13299,"Kittle, George",0003,Gride,Gride,FL,FL,17000,32000,1.88,2,1,0,0,0,"CL 2| TCV 49K| AAV 32K| Y1-17 Y2-32| Ext: PG, Sex, GRide",0,0,salary_jump_no_flag
TE,2018,2017,13382,"Seals-Jones, Ricky",0008,Sex Manther,Gordon Is The New Blackmon,STANDARD,Veteran,1000,7000,7.0,1,3,0,0,0,,0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2023,2022,13424,"Hill, Taysom",0002,The Bash Bros,CBP,Veteran,WW,1000,4000,4.0,3,1,0,0,0,,0,0,salary_jump_no_flag
TE,2019,2018,13671,"Andrews, Mark",0005,Pure Greatness,Run CMC,Veteran,Veteran GF,1000,3000,3.0,1,3,0,0,0,,0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2024,2023,13671,"Andrews, Mark",0002,CBP,CBP,Veteran,Veteran,9000,27000,3.0,3,2,0,0,0,"CL 3| TCV 63K| AAV 27K| Y1-9K, Y2-27K, Y3-27K| Ext: BB, UW",0,0,salary_jump_no_flag
TE,2022,2021,13672,"Gesicki, Mike",0008,#BLM,#BLM,Veteran,Veteran,1000,13000,13.0,3,2,0,0,0,CL 3| TCV 27K| AAV 13K| Y1-1 Y2-13 Y3-13,0,0,salary_jump_no_flag
TE,2025,2024,13672,"Gesicki, Mike",0011,Ulterior Warrior,Cleon Ca$h,WW,WW,2000,5000,2.5,1,1,0,0,0,CL 1|,0,0,salary_jump_no_flag
TE,2023,2022,13674,"Goedert, Dallas",0004,C-Town Chivalry,Pure Greatness,FL,FL,1000,24000,24.0,1,3,0,0,0,CL 3| TCV 66K| AAV 22K| Y1-24 Y2-22 Y3-20,0,0,salary_jump_no_flag;contract_year_reset_no_flag
TE,2019,2018,13678,"Thomas, Ian",0007,Ulterior Warrior,Sex Manther,Veteran,WW,1000,2000,2.0,1,1,0,0,0,,0,0,salary_jump_no_flag
TE,2023,2022,13772,"Schultz, Dalton",0011,Ulterior Warrior,Cleon Ca$h,Veteran,Veteran,7000,13000,1.86,2,1,0,0,0,CL 2| TCV 20K| AAV 13K|  Y1-7 Y2-13| Ext: Creel,0,0,salary_jump_no_flag
