season,franchise_id,team_name,era,player_id,player_name,position,nfl_team,weeks_started,playoff_weeks_started,total_pts_started,playoff_pts_started,ppg_started,avg_salary,min_contract_year,max_contract_year,contract_status_last
2021,0011,Cleon Ca$h,1QB,15500,"Siposs, Arryn",PN,PHI,9,0,37.0,0.0,4.11,1000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,13793,"Valdes-Scantling, Marquez",WR,GBP,3,0,36.4,0.0,12.13,4000,1,1,ER
2021,0011,Cleon Ca$h,1QB,13156,"Smith-Schuster, JuJu",WR,PIT,4,0,35.6,0.0,8.9,1000,1,1,FL
2021,0011,Cleon Ca$h,1QB,14225,"Crosby, Maxx",DE,LVR,5,0,31.5,0.0,6.3,1000,2,2,Veteran
2021,0011,Cleon Ca$h,1QB,14113,"Hardman, Mecole",WR,KCC,3,0,29.5,0.0,9.83,7000,1,1,Rookie GF
2021,0011,Cleon Ca$h,1QB,14834,"Ruggs, Henry",WR,FA,2,0,26.6,0.0,13.3,1000,2,2,Veteran
2021,0011,Cleon Ca$h,1QB,13623,"Williams, Darrel",RB,KCC,1,1,26.5,26.5,26.5,1000,1,1,WW
2021,0011,Cleon Ca$h,1QB,13590,"Mayfield, Baker",QB,CLE,1,0,22.1,0.0,22.1,14000,2,2,Veteran
2021,0011,Cleon Ca$h,1QB,14256,"Bailey, Jake",PN,NEP,3,0,22.0,0.0,7.33,1000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,11760,"Garoppolo, Jimmy",QB,SFO,1,0,21.9,0.0,21.9,1000,2,2,FL
2021,0011,Cleon Ca$h,1QB,14207,"Thornhill, Juan",S,KCC,4,0,18.4,0.0,4.6,1000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,8444,"Koch, Sam",PN,BAL,3,2,18.0,13.0,6.0,2000,1,1,WW
2021,0011,Cleon Ca$h,1QB,12720,"Kearse, Jayron",S,DAL,2,0,16.1,0.0,8.05,1000,1,1,WW
2021,0011,Cleon Ca$h,1QB,13304,"Brown, Jayon",LB,TEN,2,0,16.0,0.0,8.0,4000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,14911,"Davis, Ashtyn",S,NYJ,2,0,9.3,0.0,4.65,3000,1,1,WW
2021,0011,Cleon Ca$h,1QB,12308,"Amos, Adrian",S,GBP,1,0,6.2,0.0,6.2,3000,1,1,WW
2021,0011,Cleon Ca$h,1QB,15368,"McPherson, Evan",PK,CIN,1,0,6.1,0.0,6.1,2000,1,1,Rookie
2021,0011,Cleon Ca$h,1QB,11367,"Juszczyk, Kyle",RB,SFO,2,0,4.6,0.0,2.3,1000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,14985,"Mann, Braden",PN,NYJ,1,0,3.0,0.0,3.0,1000,1,1,Veteran
2021,0011,Cleon Ca$h,1QB,9846,"McCourty, Devin",S,NEP,1,0,2.6,0.0,2.6,1000,1,1,Veteran
2022,0009,C-Town Chivalry,SF,13116,"Mahomes, Patrick",QB,KCC,16,3,538.4,105.5,33.65,2000,2,2,FL
2022,0009,C-Town Chivalry,SF,13404,"Ekeler, Austin",RB,LAC,16,3,364.7,75.4,22.79,57000,1,1,Veteran
2022,0009,C-Town Chivalry,SF,13610,"Chubb, Nick",RB,CLE,16,3,275.8,37.5,17.24,25000,3,3,BL
2022,0009,C-Town Chivalry,SF,5848,"Brady, Tom",QB,TBB,11,3,248.6,93.5,22.6,66000,1,1,Veteran
2022,0009,C-Town Chivalry,SF,11244,"Kelce, Travis",TE,KCC,11,3,215.7,56.1,19.61,26000,3,3,BL
2022,0009,C-Town Chivalry,SF,13635,"Moore, D.J.",WR,CAR,15,2,196.0,47.8,13.07,26000,3,3,BL
2022,0009,C-Town Chivalry,SF,13129,"Fournette, Leonard",RB,TBB,13,2,186.6,20.1,14.35,39000,1,1,Veteran
2022,0009,C-Town Chivalry,SF,14208,"Johnson, Diontae",WR,PIT,13,3,145.6,39.1,11.2,25000,2,2,Veteran
2022,0009,C-Town Chivalry,SF,13674,"Goedert, Dallas",TE,PHI,10,1,132.9,10.3,13.29,1000,1,1,FL
2022,0009,C-Town Chivalry,SF,11985,"Way, Tress",PN,WAS,13,0,132.0,0.0,10.15,4000,1,1,WW
2022,0009,C-Town Chivalry,SF,11222,"Allen, Keenan",WR,LAC,6,3,116.1,55.2,19.35,60000,1,1,Veteran
2022,0009,C-Town Chivalry,SF,10816,"Davis, Demario",LB,NOS,15,3,114.5,15.5,7.63,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,11313,"Mathieu, Tyrann",S,NOS,13,0,97.2,0.0,7.48,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13718,"Carlson, Daniel",PK,LVR,11,3,94.6,24.6,8.6,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14157,"Williams, Quinnen",DT,NYJ,9,1,94.5,4.0,10.5,2000,1,1,WW
2022,0009,C-Town Chivalry,SF,13325,"Woods, Xavier",S,CAR,11,0,79.8,0.0,7.25,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,12702,"Jack, Myles",LB,PIT,11,0,68.5,0.0,6.23,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14928,"Wilson, Logan",LB,CIN,8,0,51.5,0.0,6.44,2000,1,1,WW
2022,0009,C-Town Chivalry,SF,14164,"Jones, Dre'Mont",DE,DEN,7,0,50.5,0.0,7.21,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13590,"Mayfield, Baker",QB,LAR,3,0,47.8,0.0,15.93,40000,1,1,WW
2022,0009,C-Town Chivalry,SF,15762,"Pickens, George",WR,PIT,5,0,46.9,0.0,9.38,9000,3,3,Rookie
2022,0009,C-Town Chivalry,SF,10768,"David, Lavonte",LB,TBB,4,3,40.0,31.0,10.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14489,"Gillan, Jamie",PN,NYG,4,3,36.0,23.0,9.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13403,"Koo, Younghoe",PK,ATL,5,0,33.6,0.0,6.72,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,12225,"Williams, Leonard",DE,NYG,4,0,32.5,0.0,8.13,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13133,"Perine, Samaje",RB,CIN,2,0,32.3,0.0,16.15,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,15871,"Joseph, Kerby",S,DET,4,3,31.1,21.9,7.78,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14122,"Slayton, Darius",WR,NYG,3,0,30.5,0.0,10.17,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14954,"Hawkins, Jaylinn",S,ATL,5,0,30.2,0.0,6.04,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,11678,"Robinson, Allen",WR,LAR,5,0,29.7,0.0,5.94,3000,2,2,Veteran
2022,0009,C-Town Chivalry,SF,15290,"Collins, Nico",WR,HOU,3,0,29.6,0.0,9.87,2000,2,2,Rookie
2022,0009,C-Town Chivalry,SF,13746,"Green, Rasheem",DE,HOU,3,0,24.0,0.0,8.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,10272,"Watt, J.J.",DE,ARI,3,2,22.5,19.0,7.5,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14217,"Barton, Cody",LB,SEA,3,3,20.5,20.5,6.83,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13760,"Whitehead, Jordan",S,NYJ,4,3,19.6,13.9,4.9,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,10753,"Jones, Chandler",DE,LVR,2,2,19.5,19.5,9.75,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,11706,"Clowney, Jadeveon",DE,CLE,2,0,18.5,0.0,9.25,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,15797,"Dulcich, Greg",TE,DEN,1,0,13.3,0.0,13.3,2000,3,3,Rookie
2022,0009,C-Town Chivalry,SF,15849,"McCreary, Roger",CB,TEN,2,0,12.2,0.0,6.1,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14903,"Diggs, Trevon",CB,DAL,2,0,11.8,0.0,5.9,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,10738,"Jones, Marvin",WR,JAC,2,0,10.4,0.0,5.2,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,12691,"Ogbah, Emmanuel",DE,MIA,2,0,7.5,0.0,3.75,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13762,"White, Kyzir",LB,PHI,1,0,5.0,0.0,5.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14186,"Rapp, Taylor",S,LAR,1,0,3.7,0.0,3.7,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13668,"Chark, D.J.",WR,DET,1,1,3.0,3.0,3.0,1000,3,3,Veteran
2022,0009,C-Town Chivalry,SF,13228,"Hooker, Malik",S,DAL,1,0,2.6,0.0,2.6,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,14148,"Sweat, Montez",DE,WAS,1,1,2.5,2.5,2.5,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,9825,"Dunlap, Carlos",DE,KCC,1,0,2.0,0.0,2.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,8851,"Folk, Nick",PK,NEP,1,0,1.0,0.0,1.0,1000,1,1,WW
2022,0009,C-Town Chivalry,SF,13115,"Trubisky, Mitchell",QB,PIT,1,0,-0.1,0.0,-0.1,1000,1,1,WW
2023,0010,Blake Bombers,SF,15708,"Hall, Breece",RB,NYJ,15,2,261.7,69.7,17.45,15000,2,2,Rookie
2023,0010,Blake Bombers,SF,11222,"Allen, Keenan",WR,LAC,11,0,257.8,0.0,23.44,28000,2,2,Veteran
2023,0010,Blake Bombers,SF,13635,"Moore, D.J.",WR,CHI,13,2,254.7,40.3,19.59,61000,2,2,FL
2023,0010,Blake Bombers,SF,15754,"Olave, Chris",WR,NOS,15,2,238.5,32.7,15.9,11000,2,2,Rookie
2023,0010,Blake Bombers,SF,16211,"Nacua, Puka",WR,LAR,12,2,233.5,59.5,19.46,2000,3,3,Rookie
2023,0010,Blake Bombers,SF,12447,"Mostert, Raheem",RB,MIA,12,1,218.3,12.6,18.19,10000,1,1,Veteran
2023,0010,Blake Bombers,SF,13590,"Mayfield, Baker",QB,TBB,11,2,218.1,47.2,19.83,5000,2,2,Veteran
2023,0010,Blake Bombers,SF,14136,"Samuel, Deebo",WR,SFO,11,2,211.2,30.3,19.2,25000,2,2,Veteran
2023,0010,Blake Bombers,SF,14779,"Herbert, Justin",QB,LAC,9,0,172.6,0.0,19.18,22000,2,2,Veteran
2023,0010,Blake Bombers,SF,13189,"Engram, Evan",TE,JAC,11,2,144.2,33.3,13.11,17000,1,1,Tag
2023,0010,Blake Bombers,SF,15887,"Camarda, Jake",PN,TBB,15,2,132.0,12.0,8.8,1000,1,1,WW
2023,0010,Blake Bombers,SF,15869,"Bernard, Terrel",LB,BUF,12,2,127.0,30.0,10.58,3000,2,2,Veteran
2023,0010,Blake Bombers,SF,15404,"Jones, Ernest",LB,LAR,9,2,94.0,25.5,10.44,2000,1,1,Rookie
2023,0010,Blake Bombers,SF,14405,"Granderson, Carl",DE,NOS,10,2,89.0,12.5,8.9,1000,2,2,Veteran
2023,0010,Blake Bombers,SF,11387,"Hopkins, Dustin",PK,CLE,9,1,85.2,2.0,9.47,1000,1,1,WW
2023,0010,Blake Bombers,SF,13251,"Baker, Budda",S,ARI,9,2,78.6,18.7,8.73,2000,2,2,Veteran
2023,0010,Blake Bombers,SF,14162,"Wilkins, Christian",DT,MIA,11,1,74.0,4.5,6.73,1000,3,3,Veteran
2023,0010,Blake Bombers,SF,13743,"Warner, Fred",LB,SFO,9,2,72.5,15.5,8.06,5000,1,1,WW
2023,0010,Blake Bombers,SF,13762,"White, Kyzir",LB,ARI,8,0,60.0,0.0,7.5,1000,1,1,WW
2023,0010,Blake Bombers,SF,13113,"Watson, Deshaun",QB,CLE,3,0,55.4,0.0,18.47,16000,2,2,FL
2023,0010,Blake Bombers,SF,15381,"Grant, Richie",S,ATL,6,0,52.8,0.0,8.8,1000,1,1,WW
2023,0010,Blake Bombers,SF,12741,"Jones, Chris",DT,KCC,7,0,51.5,0.0,7.36,2000,3,3,Veteran
2023,0010,Blake Bombers,SF,14059,"Jones, Daniel",QB,NYG,5,0,49.3,0.0,9.86,31000,3,3,FL
2023,0010,Blake Bombers,SF,14982,"Gilman, Alohi",S,LAC,5,0,44.3,0.0,8.86,1000,1,1,WW
2023,0010,Blake Bombers,SF,15799,"Ferguson, Jake",TE,DAL,4,0,43.1,0.0,10.78,1000,2,2,Veteran
2023,0010,Blake Bombers,SF,13146,"Conner, James",RB,ARI,3,1,42.2,29.1,14.07,40000,1,1,BL
2023,0010,Blake Bombers,SF,16414,"Aubrey, Brandon",PK,DAL,4,0,37.2,0.0,9.3,1000,1,1,Rookie
2023,0010,Blake Bombers,SF,15094,"Locke, P.J.",S,DEN,3,2,32.1,18.5,10.7,1000,1,1,WW
2023,0010,Blake Bombers,SF,13119,"Dobbs, Joshua",QB,MIN,1,0,30.2,0.0,30.2,10000,1,1,WW
2023,0010,Blake Bombers,SF,14069,"Stick, Easton",QB,LAC,2,2,29.3,29.3,14.65,4000,1,1,WW
2023,0010,Blake Bombers,SF,13610,"Chubb, Nick",RB,CLE,2,0,25.1,0.0,12.55,48000,2,2,Veteran
2023,0010,Blake Bombers,SF,15452,"Hufanga, Talanoa",S,SFO,2,0,18.5,0.0,9.25,3000,1,1,Tag
2023,0010,Blake Bombers,SF,14900,"Madubuike, Justin",DT,BAL,2,0,18.0,0.0,9.0,4000,1,1,WW
2023,0010,Blake Bombers,SF,13702,"Jewell, Josey",LB,DEN,3,0,16.0,0.0,5.33,1000,1,1,WW
2023,0010,Blake Bombers,SF,15549,"Jacobs, Jerry",CB,DET,2,0,14.8,0.0,7.4,1000,1,1,WW
2023,0010,Blake Bombers,SF,11945,"Santos, Cairo",PK,CHI,1,1,14.6,14.6,14.6,4000,1,1,WW
2023,0010,Blake Bombers,SF,15712,"Allgeier, Tyler",RB,ATL,1,0,14.6,0.0,14.6,5000,2,2,Rookie
2023,0010,Blake Bombers,SF,13339,"Ford, Rudy",S,GBP,3,0,14.4,0.0,4.8,1000,1,1,WW
2023,0010,Blake Bombers,SF,14842,"Pittman, Michael",WR,IND,1,0,14.4,0.0,14.4,15000,2,2,Veteran
2023,0010,Blake Bombers,SF,10292,"Jordan, Cameron",DE,NOS,2,0,13.0,0.0,6.5,1000,1,1,WW
2023,0010,Blake Bombers,SF,14251,"Cashman, Blake",LB,HOU,3,0,13.0,0.0,4.33,1000,1,1,WW
2023,0010,Blake Bombers,SF,14227,"Wishnowsky, Mitch",PN,SFO,1,0,9.0,0.0,9.0,1000,1,1,WW
2023,0010,Blake Bombers,SF,13898,"Joseph, Greg",PK,MIN,2,0,8.5,0.0,4.25,1000,1,1,WW
2023,0010,Blake Bombers,SF,14235,"Tranquill, Drue",LB,KCC,1,0,6.0,0.0,6.0,1000,1,1,WW
2023,0010,Blake Bombers,SF,15821,"Dean, Nakobe",LB,PHI,1,0,5.5,0.0,5.5,1000,1,1,WW
2023,0010,Blake Bombers,SF,11317,"Poyer, Jordan",S,BUF,1,0,2.6,0.0,2.6,1000,1,1,WW
2023,0010,Blake Bombers,SF,15395,"Koonce, Malcolm",DE,LVR,1,1,2.5,2.5,2.5,3000,1,1,WW
2023,0010,Blake Bombers,SF,14210,"Pratt, Germaine",LB,CIN,1,0,1.5,0.0,1.5,1000,1,1,WW
2023,0010,Blake Bombers,SF,15798,"Likely, Isaiah",TE,BAL,1,0,1.4,0.0,1.4,2000,2,2,Rookie
2023,0010,Blake Bombers,SF,16251,"Gonzalez, Christian",CB,NEP,1,0,1.3,0.0,1.3,1000,3,3,Rookie
2023,0010,Blake Bombers,SF,15751,"London, Drake",WR,ATL,1,0,0.0,0.0,0.0,13000,2,2,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,14783,"Hurts, Jalen",QB,PHI,15,2,367.1,39.0,24.47,22000,3,3,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,14836,"Jefferson, Justin",WR,MIN,16,3,334.5,79.1,20.91,48000,3,3,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15794,"McBride, Trey",TE,ARI,15,3,241.9,57.2,16.13,2000,1,1,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,15281,"Chase, Ja'Marr",WR,CIN,8,3,241.3,65.6,30.16,14000,2,2,BL
2024,0005,HammerTime 🔨 ⏰,SF,14104,"Brown, A.J.",WR,PHI,13,3,239.1,66.3,18.39,19000,2,2,BL
2024,0005,HammerTime 🔨 ⏰,SF,14073,"Jacobs, Josh",RB,GBP,11,3,231.6,56.0,21.05,45000,1,1,FL
2024,0005,HammerTime 🔨 ⏰,SF,14779,"Herbert, Justin",QB,LAC,9,3,199.1,78.8,22.12,22000,1,1,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,11936,"Boswell, Chris",PK,PIT,15,3,163.8,21.3,10.92,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,13714,"James, Derwin",S,LAC,15,3,151.0,31.4,10.07,14000,1,1,BL
2024,0005,HammerTime 🔨 ⏰,SF,16150,"Stroud, C.J.",QB,HOU,8,0,147.8,0.0,18.48,12000,2,2,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,12221,"Hunter, Danielle",DE,HOU,16,3,133.5,18.5,8.34,2000,2,2,BL
2024,0005,HammerTime 🔨 ⏰,SF,16627,"McConkey, Ladd",WR,LAC,7,3,130.0,64.1,18.57,5000,3,3,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,15259,"Stevenson, Rhamondre",RB,NEP,10,0,119.9,0.0,11.99,8000,2,2,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,16190,"Flowers, Zay",WR,BAL,7,0,105.5,0.0,15.07,5000,2,2,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,14218,"Okereke, Bobby",LB,NYG,12,0,101.5,0.0,8.46,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,13146,"Conner, James",RB,ARI,5,3,98.3,62.6,19.66,20000,2,2,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15846,"Walker, Quay",LB,GBP,12,1,94.5,3.0,7.88,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15404,"Jones, Ernest",LB,SEA,12,3,94.0,17.5,7.83,3000,1,1,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,14907,"Delpit, Grant",S,CLE,10,3,87.1,31.9,8.71,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14630,"Cole, A.J.",PN,LVR,7,0,58.0,0.0,8.29,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,13713,"Fitzpatrick, Minkah",S,PIT,8,0,57.8,0.0,7.22,4000,2,2,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,12447,"Mostert, Raheem",RB,MIA,6,0,50.7,0.0,8.45,10000,2,2,BL
2024,0005,HammerTime 🔨 ⏰,SF,16886,"Hayball, Matthew",PN,NOS,5,3,50.0,34.0,10.0,1000,1,1,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,11244,"Kelce, Travis",TE,KCC,5,0,48.9,0.0,9.78,76000,1,1,BL
2024,0005,HammerTime 🔨 ⏰,SF,14159,"Lawrence, Dexter",DT,NYG,7,0,47.0,0.0,6.71,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14798,"Moss, Zack",RB,CIN,4,0,47.0,0.0,11.75,1000,3,3,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15761,"Shakir, Khalil",WR,BUF,3,0,42.8,0.0,14.27,2000,1,1,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,14171,"Burns, Brian",DE,NYG,5,3,42.5,23.5,8.5,5000,2,2,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15331,"Freiermuth, Pat",TE,PIT,4,0,33.7,0.0,8.43,12000,1,1,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15834,"Hamilton, Kyle",S,BAL,4,3,32.0,27.3,8.0,2000,1,1,Rookie
2024,0005,HammerTime 🔨 ⏰,SF,14251,"Cashman, Blake",LB,MIN,2,2,28.0,28.0,14.0,4000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15241,"Jones, Mac",QB,JAC,1,1,23.7,23.7,23.7,4000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,12842,"Dixon, Riley",PN,DEN,4,0,21.5,0.0,5.38,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15254,"Harris, Najee",RB,PIT,2,0,19.3,0.0,9.65,23000,1,1,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,16239,"Campbell, Jack",LB,DET,2,0,16.5,0.0,8.25,3000,3,3,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,15256,"Williams, Javonte",RB,DEN,3,0,16.3,0.0,5.43,27000,2,2,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,16266,"Tuipulotu, Tuli",DE,LAC,1,0,13.5,0.0,13.5,4000,3,3,Veteran
2024,0005,HammerTime 🔨 ⏰,SF,12697,"Robinson, A'Shawn",DT,CAR,1,0,11.5,0.0,11.5,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,13844,"Cooke, Logan",PN,JAC,1,0,11.0,0.0,11.0,2000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14163,"Simmons, Jeffery",DT,TEN,1,0,8.5,0.0,8.5,2000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15368,"McPherson, Evan",PK,CIN,1,0,6.1,0.0,6.1,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,12625,"Elliott, Ezekiel",RB,LAC,1,0,5.7,0.0,5.7,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,13325,"Woods, Xavier",S,CAR,1,0,5.5,0.0,5.5,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14896,"Queen, Patrick",LB,PIT,1,0,5.5,0.0,5.5,4000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15378,"Oweh, Odafe",DE,BAL,2,0,5.5,0.0,2.75,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,12956,"Lutz, Wil",PK,DEN,1,0,4.7,0.0,4.7,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15469,"Hamlin, Damar",S,BUF,1,0,4.2,0.0,4.2,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,11723,"Van Noy, Kyle",LB,BAL,1,0,3.5,0.0,3.5,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15809,"Johnson, Jermaine",DE,NYJ,1,0,3.0,0.0,3.0,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15001,"Curl, Kamren",S,LAR,1,0,2.1,0.0,2.1,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14149,"Gary, Rashan",DE,GBP,1,0,2.0,0.0,2.0,1000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,14940,"Highsmith, Alex",DE,PIT,1,0,0.5,0.0,0.5,4000,1,1,WW
2024,0005,HammerTime 🔨 ⏰,SF,15349,"Phillips, Jaelan",DE,MIA,1,0,0.0,0.0,0.0,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,14779,"Herbert, Justin",QB,LAC,16,3,354.0,68.1,22.13,61000,3,3,FL
2025,0011,Cleon Ca$h,SF_TEP,16161,"Robinson, Bijan",RB,ATL,15,2,351.6,73.1,23.44,15000,1,1,Rookie
2025,0011,Cleon Ca$h,SF_TEP,17032,"Dart, Jaxson",QB,NYG,11,3,258.0,52.7,23.45,9000,3,3,Rookie
2025,0011,Cleon Ca$h,SF_TEP,14832,"Lamb, CeeDee",WR,DAL,11,3,175.2,41.6,15.93,64000,2,2,Veteran
2025,0011,Cleon Ca$h,SF_TEP,15757,"Robinson, Wan'Dale",WR,NYG,10,3,152.8,47.5,15.28,12000,2,2,Veteran
2025,0011,Cleon Ca$h,SF_TEP,12676,"Henry, Hunter",TE,NEP,12,3,148.8,38.6,12.4,2000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,16222,"Kraft, Tucker",TE,GBP,7,0,130.5,0.0,18.64,2000,1,1,Rookie
2025,0011,Cleon Ca$h,SF_TEP,14225,"Crosby, Maxx",DE,LVR,11,0,127.0,0.0,11.55,10000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,13696,"Smith, Roquan",LB,BAL,14,3,123.5,22.0,8.82,3000,2,2,FL
2025,0011,Cleon Ca$h,SF_TEP,15761,"Shakir, Khalil",WR,BUF,11,3,121.9,32.5,11.08,14000,3,3,BL
2025,0011,Cleon Ca$h,SF_TEP,15404,"Jones, Ernest",LB,SEA,14,3,119.5,19.5,8.54,4000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,13713,"Fitzpatrick, Minkah",S,MIA,13,1,118.4,8.8,9.11,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,15259,"Stevenson, Rhamondre",RB,NEP,11,2,111.2,38.5,10.11,32000,1,1,BL
2025,0011,Cleon Ca$h,SF_TEP,14833,"Jeudy, Jerry",WR,CLE,11,1,99.0,4.2,9.0,1000,2,2,FL
2025,0011,Cleon Ca$h,SF_TEP,15051,"Townsend, Tommy",PN,HOU,9,3,90.0,30.0,10.0,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,15284,"Waddle, Jaylen",WR,MIA,5,0,76.9,0.0,15.38,30000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,14163,"Simmons, Jeffery",DT,TEN,5,3,74.3,47.8,14.86,4000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,13354,"Butker, Harrison",PK,KCC,9,0,73.5,0.0,8.17,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,15355,"Bolton, Nick",LB,KCC,9,2,72.5,26.0,8.06,1000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,17222,"Loop, Tyler",PK,BAL,8,3,70.9,22.9,8.86,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,15712,"Allgeier, Tyler",RB,ATL,6,1,68.4,8.9,11.4,15000,1,1,Veteran
2025,0011,Cleon Ca$h,SF_TEP,17132,"Starks, Malaki",S,BAL,11,1,67.0,3.9,6.09,2000,3,3,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16615,"Nabers, Malik",WR,NYG,4,0,64.3,0.0,16.07,13000,2,2,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16252,"McDonald, Will",DE,NYJ,12,2,62.5,12.5,5.21,1000,1,1,Rookie
2025,0011,Cleon Ca$h,SF_TEP,17104,"Loveland, Colston",TE,CHI,4,1,60.7,25.4,15.17,5000,3,3,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16584,"McCarthy, J.J.",QB,MIN,5,0,59.3,0.0,11.86,11000,2,2,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16295,"Conner, Chamarri",S,KCC,6,3,55.1,33.6,9.18,1000,1,1,WW
2025,0011,Cleon Ca$h,SF_TEP,16193,"Boutte, Kayshon",WR,NEP,6,1,47.9,4.2,7.98,2000,1,1,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16189,"Mims, Marvin",WR,DEN,4,0,43.4,0.0,10.85,5000,1,1,Rookie
2025,0011,Cleon Ca$h,SF_TEP,16676,"Kinchens, Kamren",S,LAR,6,1,32.8,5.0,5.47,1000,1,1,WW
