year,player_id,nominator_fid,winner_fid,winning_bid_dollars,first_bid_at_utc,won_at_utc,duration_hrs_raw,duration_hrs_capped48,total_bids,forced_increases,overtakes,by_commish
2019,12912,0002,0006,5000,2019-08-23 15:41:22,2019-08-25 03:33:27,35.87,35.87,5,1,3,0
2019,12956,0002,0002,2000,2019-08-20 09:31:10,2019-08-21 09:34:16,24.05,24.05,2,1,0,0
2019,12985,0009,0009,7000,2019-08-19 11:31:50,2019-08-20 11:32:30,24.01,24.01,5,4,0,0
2019,13026,0011,0010,2000,2019-08-23 11:20:52,2019-08-24 13:01:19,25.67,25.67,2,0,1,0
2019,13136,0001,0001,2000,2019-08-24 03:58:57,2019-08-25 03:59:02,24.0,24.0,2,1,0,0
2019,13148,0010,0010,3000,2019-08-22 10:32:36,2019-08-23 10:34:05,24.02,24.02,2,1,0,0
2019,13201,0003,0007,5000,2019-08-23 04:05:01,2019-08-25 01:31:23,45.44,45.44,4,2,1,0
2019,13216,0011,0011,3000,2019-08-22 11:25:19,2019-08-23 11:26:35,24.02,24.02,2,1,0,0
2019,13221,0008,0003,2000,2019-08-24 15:07:36,2019-08-25 17:56:29,26.81,26.81,2,0,1,0
2019,13229,0004,0004,3000,2019-08-22 08:14:08,2019-08-24 08:31:15,48.29,48.0,3,0,2,0
2019,13231,0009,0009,2000,2019-08-23 11:18:26,2019-08-24 11:19:40,24.02,24.02,2,1,0,0
2019,13251,0009,0011,11000,2019-08-20 11:19:26,2019-08-23 10:06:22,70.78,48.0,9,2,6,0
2019,13274,0003,0003,5000,2019-08-19 13:03:07,2019-08-21 04:15:05,39.2,39.2,4,1,2,0
2019,13304,0003,0003,2000,2019-08-24 04:29:11,2019-08-25 04:31:39,24.04,24.04,2,1,0,0
2019,13354,0003,0003,2000,2019-08-20 04:15:39,2019-08-21 04:16:06,24.01,24.01,2,1,0,0
2019,13404,0007,0007,21000,2019-08-19 00:19:30,2019-08-20 00:22:16,24.05,24.05,6,5,0,0
2019,13412,0004,0004,3000,2019-08-25 07:54:38,2019-08-26 16:15:03,32.34,32.34,3,0,2,0
2019,13684,0011,0011,4000,2019-08-23 11:21:41,2019-08-25 01:45:46,38.4,38.4,4,1,2,0
2019,13715,0007,0007,3000,2019-08-23 01:35:03,2019-08-24 01:37:15,24.04,24.04,3,2,0,0
2019,13844,0012,0005,2000,2019-08-21 04:15:05,2019-08-22 22:40:18,42.42,42.42,2,0,1,0
2019,13850,0003,0004,3000,2019-08-24 06:54:34,2019-08-25 11:56:38,29.03,29.03,3,1,1,0
2019,13868,0010,0006,2000,2019-08-26 10:16:13,2019-08-27 10:51:08,24.58,24.58,2,0,1,0
2019,13871,0010,0001,4000,2019-08-20 09:47:48,2019-08-22 06:29:01,44.69,44.69,3,1,1,0
2019,14059,0011,0005,3000,2019-08-18 04:04:37,2019-08-20 00:37:03,44.54,44.54,3,0,2,0
2019,14096,0001,0009,4000,2019-08-25 03:59:30,2019-08-26 13:09:47,33.17,33.17,4,2,1,0
2019,14098,0007,0007,4000,2019-08-25 03:11:47,2019-08-26 03:22:43,24.18,24.18,3,2,0,0
2019,14124,0009,0005,5000,2019-08-20 11:32:30,2019-08-21 14:31:00,26.98,26.98,4,1,2,0
2019,14127,0008,0006,7000,2019-08-20 08:54:37,2019-08-21 14:44:09,29.83,29.83,6,2,3,0
2019,14159,0005,0002,4000,2019-08-22 23:00:15,2019-08-24 17:39:15,42.65,42.65,4,1,2,0
2019,14162,0011,0003,2000,2019-08-24 14:27:19,2019-08-26 00:40:54,34.23,34.23,2,0,1,0
2019,14256,0008,0006,3000,2019-08-20 09:48:35,2019-08-22 13:48:09,51.99,48.0,3,0,2,0
2019,14267,0001,0007,5000,2019-08-23 03:30:59,2019-08-25 03:33:27,48.04,48.0,4,2,1,0
2019,5848,0011,0012,20000,2019-08-18 04:02:17,2019-08-21 01:33:48,69.53,48.0,16,10,5,0
2019,6997,0012,0012,3000,2019-08-21 02:10:27,2019-08-22 22:04:35,43.9,43.9,3,0,2,0
2019,7393,0004,0001,12000,2019-08-19 12:55:07,2019-08-22 02:40:43,61.76,48.0,7,2,4,0
2019,7422,0002,0002,2000,2019-08-22 12:30:00,2019-08-23 12:30:10,24.0,24.0,2,1,0,0
2019,7836,0008,0004,18000,2019-08-18 08:05:30,2019-08-19 10:19:43,26.24,26.24,7,4,2,0
2019,7877,0001,0001,3000,2019-08-24 03:53:01,2019-08-25 03:55:42,24.04,24.04,3,2,0,0
2019,8359,0011,0011,3000,2019-08-20 09:30:15,2019-08-21 09:34:16,24.07,24.07,3,2,0,0
2019,8416,0003,0002,9000,2019-08-19 13:00:35,2019-08-20 13:45:27,24.75,24.75,4,2,1,0
2019,8448,0005,0001,3000,2019-08-21 10:21:39,2019-08-22 17:36:39,31.25,31.25,3,0,2,0
2019,8658,0012,0003,8000,2019-08-19 01:06:26,2019-08-22 21:31:09,92.41,48.0,7,2,4,0
2019,8673,0002,0004,3000,2019-08-23 15:42:11,2019-08-25 05:55:53,38.23,38.23,3,0,2,0
2019,8687,0007,0007,3000,2019-08-24 03:14:40,2019-08-25 03:33:27,24.31,24.31,3,2,0,0
2019,9075,0006,0006,7000,2019-08-21 12:23:45,2019-08-22 12:23:53,24.0,24.0,6,5,0,0
2019,9099,0012,0002,10000,2019-08-20 01:34:37,2019-08-21 01:42:52,24.14,24.14,4,2,1,0
2019,9427,0005,0001,4000,2019-08-22 11:22:19,2019-08-24 02:48:36,39.44,39.44,4,2,1,0
2019,9448,0008,0005,11000,2019-08-19 09:05:31,2019-08-21 01:58:06,40.88,40.88,7,3,3,0
2019,9829,0009,0012,3000,2019-08-22 10:54:57,2019-08-24 02:48:36,39.89,39.89,3,1,1,0
2019,9833,0006,0006,4000,2019-08-24 00:30:55,2019-08-25 00:31:00,24.0,24.0,4,3,0,0
2019,9861,0004,0012,2000,2019-08-25 07:56:29,2019-08-27 02:04:26,42.13,42.13,2,0,1,0
2019,9884,0007,0011,6000,2019-08-20 01:16:51,2019-08-23 01:42:24,72.43,48.0,4,0,3,0
2019,9902,0001,0001,4000,2019-08-22 02:01:31,2019-08-23 02:12:10,24.18,24.18,2,1,0,0
2019,9918,0006,0004,18000,2019-08-19 12:59:49,2019-08-21 13:25:50,48.43,48.0,11,5,5,0
2019,9925,0004,0004,5000,2019-08-21 07:06:08,2019-08-22 14:23:26,31.29,31.29,3,0,2,0
2019,9988,0002,0002,79000,2019-08-18 04:02:31,2019-08-19 04:02:31,24.0,24.0,10,9,0,0
2020,10271,0010,0010,50000,2020-08-17 10:25:28,2020-08-18 10:25:29,24.0,24.0,5,4,0,0
2020,10272,0009,0010,4000,2020-08-18 10:28:05,2020-08-19 12:57:16,26.49,26.49,3,1,1,0
2020,10273,0009,0006,6000,2020-08-17 10:52:01,2020-08-20 01:31:09,62.65,48.0,4,1,2,0
2020,10274,0011,0011,2000,2020-08-20 16:48:57,2020-08-21 16:50:43,24.03,24.03,2,1,0,0
2020,10276,0002,0011,25000,2020-08-17 04:16:43,2020-08-20 10:05:27,77.81,48.0,10,1,8,0
2020,10292,0001,0001,5000,2020-08-18 19:26:21,2020-08-19 19:29:18,24.05,24.05,5,4,0,0
2020,10308,0007,0007,4000,2020-08-21 12:27:24,2020-08-22 12:32:40,24.09,24.09,3,2,0,0
2020,10697,0010,0010,2000,2020-08-20 04:10:04,2020-08-21 04:10:56,24.01,24.01,2,1,0,0
2020,10700,0011,0004,4000,2020-08-20 12:31:31,2020-08-21 13:11:24,24.66,24.66,2,0,1,0
2020,10708,0011,0008,4000,2020-08-17 12:22:50,2020-08-18 16:56:47,28.57,28.57,3,0,2,0
2020,10722,0009,0009,3000,2020-08-20 10:54:47,2020-08-21 11:04:27,24.16,24.16,3,2,0,0
2020,10729,0006,0010,17000,2020-08-17 14:50:12,2020-08-19 10:48:22,43.97,43.97,10,6,3,0
2020,10738,0008,0005,17000,2020-08-18 10:03:18,2020-08-19 11:36:33,25.55,25.55,5,3,1,0
2020,10749,0006,0009,3000,2020-08-21 11:54:42,2020-08-23 12:03:11,48.14,48.0,3,0,2,0
2020,10753,0004,0001,3000,2020-08-17 10:41:35,2020-08-18 16:35:22,29.9,29.9,2,0,1,0
2020,10768,0009,0010,4000,2020-08-17 10:55:11,2020-08-18 14:42:52,27.79,27.79,3,1,1,0
2020,10775,0006,0006,6000,2020-08-17 19:45:22,2020-08-18 19:47:38,24.04,24.04,4,3,0,0
2020,10816,0009,0009,3000,2020-08-19 11:04:38,2020-08-20 11:13:29,24.15,24.15,3,2,0,0
2020,10868,0005,0005,2000,2020-08-18 11:39:18,2020-08-19 11:40:28,24.02,24.02,2,1,0,0
2020,10976,0011,0011,2000,2020-08-18 09:22:23,2020-08-19 09:51:09,24.48,24.48,2,1,0,0
2020,11182,0001,0001,2000,2020-08-21 01:15:45,2020-08-22 01:16:11,24.01,24.01,2,1,0,0
2020,11186,0009,0012,5000,2020-08-21 07:13:48,2020-08-22 23:01:04,39.79,39.79,3,0,2,0
2020,11228,0008,0006,31000,2020-08-17 09:51:00,2020-08-21 04:18:59,90.47,48.0,14,5,8,0
2020,11244,0008,0007,46000,2020-08-17 09:47:09,2020-08-18 14:04:46,28.29,28.29,10,6,3,0
2020,11644,0005,0012,4000,2020-08-21 23:33:19,2020-08-23 02:14:34,26.69,26.69,4,1,2,0
2020,11657,0003,0003,2000,2020-08-17 13:27:10,2020-08-18 13:28:15,24.02,24.02,2,1,0,0
2020,11747,0012,0005,26000,2020-08-17 12:37:36,2020-08-20 12:36:35,71.98,48.0,17,10,6,0
2020,11760,0011,0011,2000,2020-08-19 13:27:11,2020-08-20 13:32:20,24.09,24.09,2,1,0,0
2020,11772,0007,0004,4000,2020-08-21 12:20:02,2020-08-23 07:53:44,43.56,43.56,4,2,1,0
2020,12075,0011,0011,3000,2020-08-18 23:27:31,2020-08-19 23:28:14,24.01,24.01,3,2,0,0
2020,12088,0007,0010,2000,2020-08-19 02:10:20,2020-08-20 11:00:31,32.84,32.84,2,0,1,0
2020,12152,0001,0012,16000,2020-08-18 03:57:22,2020-08-22 02:16:44,94.32,48.0,15,8,6,0
2020,12164,0007,0008,2000,2020-08-25 23:35:37,2020-08-27 01:51:32,26.27,26.27,2,0,1,0
2020,12184,0005,0005,7000,2020-08-17 04:05:40,2020-08-18 04:05:42,24.0,24.0,5,4,0,0
2020,12197,0012,0003,11000,2020-08-18 01:46:01,2020-08-21 05:08:47,75.38,48.0,10,1,8,0
2020,12217,0008,0001,2000,2020-08-21 10:06:05,2020-08-23 03:51:56,41.76,41.76,2,0,1,0
2020,12231,0003,0003,2000,2020-08-20 05:14:11,2020-08-21 05:17:32,24.06,24.06,2,1,0,0
2020,12239,0002,0012,2000,2020-08-21 03:54:50,2020-08-23 02:14:34,46.33,46.33,2,0,1,0
2020,12250,0010,0010,4000,2020-08-19 04:52:51,2020-08-20 05:04:33,24.2,24.2,3,2,0,0
2020,12287,0002,0004,2000,2020-08-20 01:19:25,2020-08-21 01:54:21,24.58,24.58,2,0,1,0
2020,12386,0003,0012,6000,2020-08-23 19:23:52,2020-08-26 02:10:58,54.78,48.0,6,2,3,0
2020,12505,0012,0003,2000,2020-08-22 01:12:21,2020-08-24 01:19:27,48.12,48.0,2,0,1,0
2020,12610,0003,0009,5000,2020-08-18 13:05:45,2020-08-19 23:00:33,33.91,33.91,4,1,2,0
2020,12688,0001,0007,2000,2020-08-18 19:26:58,2020-08-20 02:03:04,30.6,30.6,2,0,1,0
2020,12718,0003,0003,2000,2020-08-19 04:56:54,2020-08-20 05:04:33,24.13,24.13,2,1,0,0
2020,12741,0007,0003,3000,2020-08-24 02:08:38,2020-08-26 03:13:10,49.08,48.0,3,0,2,0
2020,12745,0011,0006,3000,2020-08-19 10:08:16,2020-08-21 04:28:41,42.34,42.34,3,1,1,0
2020,12756,0004,0005,2000,2020-08-18 09:41:54,2020-08-19 11:57:23,26.26,26.26,2,0,1,0
2020,12767,0012,0012,3000,2020-08-18 13:02:53,2020-08-20 00:56:28,35.89,35.89,3,0,2,0
2020,12768,0003,0003,2000,2020-08-19 05:01:22,2020-08-20 05:04:33,24.05,24.05,2,1,0,0
2020,12788,0007,0010,5000,2020-08-17 14:00:11,2020-08-19 14:54:38,48.91,48.0,5,2,2,0
2020,12857,0006,0012,5000,2020-08-18 15:01:08,2020-08-20 13:09:04,46.13,46.13,4,2,1,0
2020,12985,0007,0007,4000,2020-08-17 13:59:32,2020-08-18 14:01:02,24.02,24.02,3,2,0,0
2020,13153,0008,0003,6000,2020-08-20 09:33:21,2020-08-22 07:38:20,46.08,46.08,4,1,2,0
2020,13155,0008,0008,2000,2020-08-19 09:09:40,2020-08-20 09:26:16,24.28,24.28,2,1,0,0
2020,13157,0006,0006,3000,2020-08-20 04:25:06,2020-08-21 04:26:37,24.03,24.03,3,2,0,0
2020,13216,0001,0004,5000,2020-08-22 18:08:51,2020-08-23 21:23:08,27.24,27.24,4,0,3,0
2020,13240,0010,0010,2000,2020-08-18 05:21:35,2020-08-19 05:39:00,24.29,24.29,2,1,0,0
2020,13257,0004,0009,2000,2020-08-19 10:01:42,2020-08-20 13:23:39,27.37,27.37,2,0,1,0
2020,13274,0007,0004,3000,2020-08-19 18:37:28,2020-08-20 18:48:42,24.19,24.19,2,0,1,0
2020,13589,0010,0002,8000,2020-08-17 10:25:05,2020-08-19 14:37:35,52.21,48.0,6,2,3,0
2020,13678,0006,0006,4000,2020-08-19 04:03:34,2020-08-20 04:03:36,24.0,24.0,2,1,0,0
2020,13684,0001,0001,3000,2020-08-21 11:20:49,2020-08-22 11:33:26,24.21,24.21,3,2,0,0
2020,13706,0009,0009,2000,2020-08-19 11:05:49,2020-08-20 11:13:29,24.13,24.13,2,1,0,0
2020,13722,0002,0002,5000,2020-08-18 04:18:56,2020-08-19 04:18:56,24.0,24.0,4,3,0,0
2020,13743,0003,0007,6000,2020-08-17 13:22:13,2020-08-18 14:01:02,24.65,24.65,4,1,2,0
2020,13747,0004,0006,3000,2020-08-18 01:27:18,2020-08-19 01:32:43,24.09,24.09,3,1,1,0
2020,13763,0008,0012,5000,2020-08-18 10:01:54,2020-08-20 13:09:04,51.12,48.0,4,0,3,0
2020,13809,0009,0008,2000,2020-08-22 11:42:25,2020-08-23 15:19:38,27.62,27.62,2,0,1,0
2020,13850,0010,0010,2000,2020-08-23 10:30:02,2020-08-24 10:47:51,24.3,24.3,2,1,0,0
2020,14096,0001,0001,2000,2020-08-22 03:56:32,2020-08-23 03:57:07,24.01,24.01,2,1,0,0
2020,14225,0004,0004,5000,2020-08-20 09:39:10,2020-08-21 23:14:14,37.58,37.58,5,2,2,0
2020,14613,0003,0003,2000,2020-08-20 05:18:04,2020-08-21 05:19:45,24.03,24.03,2,1,0,0
2020,14965,0007,0012,2000,2020-08-18 11:42:29,2020-08-20 02:30:38,38.8,38.8,2,0,1,0
2020,7393,0002,0003,8000,2020-08-17 04:09:09,2020-08-19 14:54:38,58.76,48.0,6,2,3,0
2020,7401,0007,0007,2000,2020-08-20 13:33:20,2020-08-21 13:36:44,24.06,24.06,2,1,0,0
2020,8658,0010,0004,15000,2020-08-19 04:51:31,2020-08-22 11:12:56,78.36,48.0,12,7,4,0
2020,9051,0011,0004,5000,2020-08-22 11:16:58,2020-08-23 20:22:18,33.09,33.09,4,0,3,0
2020,9430,0004,0004,2000,2020-08-20 09:40:47,2020-08-21 10:05:05,24.41,24.41,2,1,0,0
2020,9662,0011,0010,13000,2020-08-17 12:23:17,2020-08-20 11:41:42,71.31,48.0,8,3,4,0
2020,9831,0004,0004,5000,2020-08-18 09:42:31,2020-08-19 12:17:10,26.58,26.58,3,0,2,0
2020,9918,0005,0005,7000,2020-08-17 04:04:15,2020-08-18 04:04:21,24.0,24.0,3,2,0,0
2020,9988,0002,0008,4000,2020-08-18 04:18:28,2020-08-19 11:52:30,31.57,31.57,3,1,1,0
2021,10261,0008,0012,11000,2021-08-03 08:42:37,2021-08-05 01:06:05,40.39,40.39,6,2,3,0
2021,10276,0012,0012,1000,2021-08-03 03:19:29,2021-08-06 17:57:40,86.64,48.0,2,0,0,0
2021,10292,0005,0005,2000,2021-08-02 19:22:38,2021-08-03 19:28:08,24.09,24.09,2,1,0,0
2021,10308,0005,0005,3000,2021-08-02 20:11:00,2021-08-03 20:16:53,24.1,24.1,3,2,0,0
2021,10703,0008,0008,28000,2021-07-31 19:28:01,2021-08-01 21:10:38,25.71,25.71,7,3,3,0
2021,10729,0009,0005,4000,2021-08-01 11:13:43,2021-08-02 19:14:42,32.02,32.02,2,0,1,0
2021,10738,0011,0005,10000,2021-08-01 01:17:50,2021-08-02 19:02:23,41.74,41.74,4,1,2,0
2021,10816,0004,0001,2000,2021-08-01 15:05:34,2021-08-03 02:17:10,35.19,35.19,2,0,1,0
2021,11193,0007,0007,3000,2021-08-04 17:15:01,2021-08-05 17:15:30,24.01,24.01,2,1,0,0
2021,11222,0002,0002,60000,2021-07-31 19:00:25,2021-08-01 19:00:25,24.0,24.0,11,10,0,0
2021,11228,0006,0006,41000,2021-08-01 00:11:50,2021-08-04 02:18:03,74.1,48.0,11,6,4,0
2021,11247,0003,0003,5000,2021-08-01 02:44:25,2021-08-02 02:44:35,24.0,24.0,5,4,0,0
2021,11313,0001,0004,2000,2021-07-31 22:32:10,2021-08-01 23:56:06,25.4,25.4,2,0,1,0
2021,11316,0007,0005,4000,2021-08-01 13:54:06,2021-08-03 11:42:44,45.81,45.81,2,0,1,0
2021,11317,0009,0002,4000,2021-08-03 11:19:27,2021-08-04 13:48:49,26.49,26.49,3,0,2,0
2021,11390,0002,0004,5000,2021-08-02 13:29:41,2021-08-04 12:16:36,46.78,46.78,4,1,2,0
