year,player_id,nominator_fid,winner_fid,winning_bid_dollars,first_bid_at_utc,won_at_utc,duration_hrs_raw,duration_hrs_capped48,total_bids,forced_increases,overtakes,by_commish
2019,11728,0011,0011,7000,2019-08-19 13:13:31,2019-08-21 12:49:10,47.59,47.59,5,1,3,0
2019,11740,0005,0005,5000,2019-08-20 12:16:20,2019-08-22 10:23:11,46.11,46.11,3,0,2,0
2019,11757,0009,0007,20000,2019-08-18 08:06:38,2019-08-19 20:02:00,35.92,35.92,12,8,3,0
2019,11761,0012,0012,10000,2019-08-22 18:20:51,2019-08-24 02:48:36,32.46,32.46,5,2,2,0
2019,11769,0006,0006,6000,2019-08-20 04:07:28,2019-08-21 04:07:55,24.01,24.01,4,3,0,0
2019,11772,0008,0009,3000,2019-08-22 10:04:32,2019-08-23 10:56:49,24.87,24.87,3,1,1,0
2019,11795,0004,0004,3000,2019-08-20 09:47:29,2019-08-21 21:41:53,35.91,35.91,3,0,2,0
2019,11850,0002,0012,7000,2019-08-22 12:29:01,2019-08-24 03:12:05,38.72,38.72,4,0,3,0
2019,11886,0002,0008,50000,2019-08-18 04:05:17,2019-08-19 08:45:34,28.67,28.67,9,7,1,0
2019,11975,0008,0006,3000,2019-08-27 09:27:45,2019-08-29 10:00:25,48.54,48.0,3,1,1,0
2019,11985,0003,0003,2000,2019-08-18 16:35:42,2019-08-19 16:43:53,24.14,24.14,2,1,0,0
2019,12088,0010,0006,6000,2019-08-22 10:33:20,2019-08-24 00:11:51,37.64,37.64,4,0,3,0
2019,12154,0008,0002,4000,2019-08-25 04:17:45,2019-08-26 14:20:07,34.04,34.04,3,1,1,0
2019,12164,0006,0006,2000,2019-08-27 00:22:43,2019-08-28 00:23:14,24.01,24.01,2,1,0,0
2019,12176,0008,0002,4000,2019-08-21 09:42:42,2019-08-22 15:21:29,29.65,29.65,3,1,1,0
2019,12187,0005,0002,46000,2019-08-18 12:00:18,2019-08-20 10:05:34,46.09,46.09,15,6,8,0
2019,12205,0006,0009,6000,2019-08-24 04:33:01,2019-08-25 11:09:44,30.61,30.61,2,0,1,0
2019,12222,0009,0012,3000,2019-08-22 10:53:34,2019-08-23 18:58:18,32.08,32.08,3,1,1,0
2019,12233,0006,0012,5000,2019-08-22 10:57:44,2019-08-24 02:48:36,39.85,39.85,4,2,1,0
2019,12261,0007,0007,2000,2019-08-21 20:56:24,2019-08-22 20:56:25,24.0,24.0,2,1,0,0
2019,12263,0006,0006,6000,2019-08-20 04:01:44,2019-08-21 04:07:55,24.1,24.1,5,4,0,0
2019,12274,0010,0010,4000,2019-08-23 10:10:33,2019-08-24 14:00:46,27.84,27.84,4,1,2,0
2019,12280,0002,0002,6000,2019-08-21 13:16:22,2019-08-22 13:17:47,24.02,24.02,6,5,0,0
2019,12287,0004,0010,3000,2019-08-20 09:46:45,2019-08-21 14:42:40,28.93,28.93,3,0,2,0
2019,12295,0010,0010,2000,2019-08-26 10:14:03,2019-08-27 10:33:55,24.33,24.33,2,1,0,0
2019,12386,0007,0009,4000,2019-08-26 03:37:47,2019-08-27 22:24:08,42.77,42.77,4,2,1,0
2019,12443,0007,0006,3000,2019-08-25 03:09:37,2019-08-26 09:35:43,30.43,30.43,2,0,1,0
2019,12596,0007,0007,2000,2019-08-21 21:19:06,2019-08-22 21:31:09,24.2,24.2,2,1,0,0
2019,12616,0009,0012,4000,2019-08-25 11:30:20,2019-08-27 01:40:26,38.17,38.17,3,1,1,0
2019,12620,0010,0007,9000,2019-08-19 10:19:43,2019-08-22 10:32:36,72.21,48.0,7,2,4,0
2019,12656,0006,0006,5000,2019-08-22 10:55:50,2019-08-23 10:56:49,24.02,24.02,4,3,0,0
2019,12658,0006,0003,25000,2019-08-19 04:06:36,2019-08-21 02:35:59,46.49,46.49,8,4,3,0
2019,12665,0003,0003,9000,2019-08-18 13:59:09,2019-08-19 14:00:25,24.02,24.02,5,4,0,0
2019,12702,0004,0010,5000,2019-08-19 07:20:31,2019-08-20 10:19:12,26.98,26.98,4,2,1,0
2019,12741,0003,0006,14000,2019-08-21 04:07:55,2019-08-25 02:52:01,94.73,48.0,11,4,6,0
2019,12762,0004,0010,2000,2019-08-23 08:11:31,2019-08-24 10:24:56,26.22,26.22,2,0,1,0
2019,12773,0005,0005,3000,2019-08-21 10:21:14,2019-08-22 22:54:00,36.55,36.55,3,0,2,0
2019,12860,0005,0005,3000,2019-08-18 12:01:16,2019-08-19 12:15:00,24.23,24.23,3,2,0,0
