season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2020,PN,9712,"Colquitt, Britton",MIN,1,0009,C-Town Chivalry,2020-03-01,2020-12-28,ROLLOVER_BASELINE,SEASON_END,,,0009,C-Town Chivalry,,,2026-04-21 22:10:15
2017,PN,7911,"Colquitt, Dustin",KCC,1,0001,Ulterior Warrior,2017-03-01,2017-10-11,WEEK1_SNAPSHOT,ADDDROP:BBID,0001,Ulterior Warrior,,,,,2026-04-21 22:10:02
2017,PN,7911,"Colquitt, Dustin",KCC,2,0009,C-Town Chivalry,2017-10-25,2017-11-08,ADDDROP:BBID,ADDDROP:BBID,0001,Ulterior Warrior,,,,,2026-04-21 22:10:02
2017,PN,7911,"Colquitt, Dustin",KCC,3,0001,Ulterior Warrior,2017-11-18,2017-12-25,ADDDROP:BBID,SEASON_END,0001,Ulterior Warrior,,,,,2026-04-21 22:10:02
2018,PN,7911,"Colquitt, Dustin",KCC,1,0001,Ulterior Warrior,2018-03-01,2018-09-01,ROLLOVER_BASELINE,ADDDROP:BBID,0009,C-Town Chivalry,0001,Ulterior Warrior,,,2026-04-21 22:10:05
2018,PN,7911,"Colquitt, Dustin",KCC,2,0009,C-Town Chivalry,2018-09-01,2018-09-27,ADDDROP:BBID,ADDDROP:BBID,0009,C-Town Chivalry,0001,Ulterior Warrior,,,2026-04-21 22:10:05
2019,PN,13844,"Cooke, Logan",JAC,1,0012,White Power,2019-03-01,2019-03-08,ROLLOVER_BASELINE,ADDDROP:FREE_AGENT,,,0012,White Power,,,2026-04-21 22:10:10
2019,PN,13844,"Cooke, Logan",JAC,2,0005,Run CMC,2019-08-22,2019-09-05,AUCTION:FreeAgent,ADDDROP:BBID,,,0012,White Power,,,2026-04-21 22:10:10
2019,PN,13844,"Cooke, Logan",JAC,3,0008,#BLM,2019-09-18,2019-11-02,ADDDROP:BBID,ADDDROP:BBID,,,0012,White Power,,,2026-04-21 22:10:10
2020,PN,13844,"Cooke, Logan",JAC,1,0012,Hawks,2020-03-01,2020-10-07,WEEK1_SNAPSHOT,ADDDROP:BBID,0012,Hawks,,,,,2026-04-21 22:10:15
2020,PN,13844,"Cooke, Logan",JAC,2,0004,Pure Greatness,2020-11-18,2020-11-25,ADDDROP:BBID,ADDDROP:BBID,0012,Hawks,,,,,2026-04-21 22:10:15
2020,PN,13844,"Cooke, Logan",JAC,3,0005,Run CMC,2020-11-25,2020-12-16,ADDDROP:BBID,ADDDROP:BBID,0012,Hawks,,,,,2026-04-21 22:10:15
2022,PN,13844,"Cooke, Logan",JAC,1,0012,Hawks,2022-03-01,2022-02-23,ROLLOVER_BASELINE,ADDDROP:FREE_AGENT,0001,Ulterior Warrior,0012,Hawks,CL 1,CL 1|,2026-04-21 22:10:28
2022,PN,13844,"Cooke, Logan",JAC,2,0001,Ulterior Warrior,2022-08-04,2022-10-07,AUCTION:FreeAgent,ADDDROP:BBID,0001,Ulterior Warrior,0012,Hawks,CL 1,CL 1|,2026-04-21 22:10:28
2022,PN,13844,"Cooke, Logan",JAC,3,0011,Cleon Ca$h,2022-11-03,2022-11-10,ADDDROP:BBID,ADDDROP:BBID,0001,Ulterior Warrior,0012,Hawks,CL 1,CL 1|,2026-04-21 22:10:28
2024,PN,13844,"Cooke, Logan",JAC,1,0001,Ulterior Warrior,2024-03-01,2024-08-02,ROLLOVER_BASELINE,AUCTION:FreeAgent,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2024,PN,13844,"Cooke, Logan",JAC,2,0010,Blake Bombers,2024-08-02,2024-09-26,AUCTION:FreeAgent,ADDDROP:BBID,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2024,PN,13844,"Cooke, Logan",JAC,3,0005,HammerTime 🔨 ⏰,2024-10-24,2024-10-31,ADDDROP:BBID,ADDDROP:BBID,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2024,PN,13844,"Cooke, Logan",JAC,4,0004,Pure Greatness,2024-11-07,2024-11-14,ADDDROP:BBID,ADDDROP:BBID,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2024,PN,13844,"Cooke, Logan",JAC,5,0007,Sex Manther,2024-11-21,2024-11-26,ADDDROP:BBID,ADDDROP:FREE_AGENT,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2024,PN,13844,"Cooke, Logan",JAC,6,0010,Blake Bombers,2024-11-28,2024-12-30,ADDDROP:BBID,SEASON_END,0010,Blake Bombers,0001,Ulterior Warrior,CL 1|,,2026-04-21 22:10:36
2025,PN,13844,"Cooke, Logan",JAC,1,0010,Blake Bombers,2025-03-01,2025-08-21,ROLLOVER_BASELINE,ADDDROP:BBID,0004,Pure Greatness,0010,Blake Bombers,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,13844,"Cooke, Logan",JAC,2,0004,Pure Greatness,2025-08-21,2025-09-19,ADDDROP:BBID,ADDDROP:BBID,0004,Pure Greatness,0010,Blake Bombers,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,13844,"Cooke, Logan",JAC,3,0012,Hawks,2025-10-16,2025-10-23,ADDDROP:BBID,ADDDROP:BBID,0004,Pure Greatness,0010,Blake Bombers,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,13844,"Cooke, Logan",JAC,4,0008,Real Deal Creel,2025-12-14,2025-12-19,ADDDROP:FREE_AGENT,ADDDROP:BBID,0004,Pure Greatness,0010,Blake Bombers,CL 1|,CL 1|,2026-04-21 22:10:39
2025,PN,17241,"Crawshaw, Jeremy",DEN,1,0010,Blake Bombers,2025-03-01,2025-11-20,WEEK1_SNAPSHOT,ADDDROP:BBID,0010,Blake Bombers,,,CL 1|,,2026-04-21 22:10:39
2025,PN,17241,"Crawshaw, Jeremy",DEN,2,0005,HammerTime 🔨 ⏰,2025-11-27,2025-12-29,ADDDROP:BBID,SEASON_END,0010,Blake Bombers,,,CL 1|,,2026-04-21 22:10:39
2019,PN,13908,"Daniel, Trevor",DEN,1,0012,Hawks,2019-03-01,2019-09-19,WEEK1_SNAPSHOT,ADDDROP:BBID,0012,Hawks,,,,,2026-04-21 22:10:10
2018,PN,13782,"Dickson, Michael",SEA,1,0007,Sex Manther,2018-03-01,2018-12-24,WEEK1_SNAPSHOT,SEASON_END,0007,Sex Manther,,,,,2026-04-21 22:10:05
2019,PN,13782,"Dickson, Michael",SEA,1,0007,Sex Manther,2019-03-01,2019-12-23,ROLLOVER_BASELINE,SEASON_END,0007,Sex Manther,0007,Sex Manther,,,2026-04-21 22:10:10
2020,PN,13782,"Dickson, Michael",SEA,1,0007,Sex Manther,2020-03-01,2020-12-28,ROLLOVER_BASELINE,SEASON_END,0007,Sex Manther,0007,Sex Manther,TCV 15K,,2026-04-21 22:10:15
2021,PN,13782,"Dickson, Michael",SEA,1,0007,Sex Manther,2021-03-01,2021-08-01,ROLLOVER_BASELINE,AUCTION:FreeAgent,0006,Good in Da Hood,0007,Sex Manther,CL 1|,TCV 15K,2026-04-21 22:10:22
2021,PN,13782,"Dickson, Michael",SEA,2,0006,Good in Da Hood,2021-08-01,2022-01-03,AUCTION:FreeAgent,SEASON_END,0006,Good in Da Hood,0007,Sex Manther,CL 1|,TCV 15K,2026-04-21 22:10:22
