season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2017,TE,9044,,,1,0005,C'mon Son,2017-08-04,2017-07-21,AUCTION:FreeAgent,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:08:48
2017,TE,9044,,,2,0005,C'mon Son,2017-08-04,2017-12-25,AUCTION:FreeAgent,SEASON_END,,,,,,,2026-04-21 22:08:48
2017,TE,10742,,,1,0011,Cleon Ca$h,2017-08-08,2017-10-14,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
2017,TE,10743,,,1,0008,Gordon Is The New Blackmon,2017-08-12,2017-10-04,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
2017,TE,11249,,,1,0010,Blake Bombers,2017-08-12,2017-10-11,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
2017,TE,8247,,,1,0002,Crystal Blue Persuasian,2017-08-12,2017-11-12,AUCTION:FreeAgent,TRADE,,,,,,,2026-04-21 22:08:48
2017,TE,9611,,,1,0003,Gride,2017-08-16,2017-09-03,AUCTION:FreeAgent,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:08:48
2017,TE,7422,,,1,0010,Blake Bombers,2017-08-23,2017-09-03,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:08:48
2017,TE,11257,,,1,0010,Blake Bombers,2017-09-06,2017-09-13,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
2017,TE,7422,,,2,0005,C'mon Son,2017-09-06,2017-10-13,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:08:48
2017,TE,11399,,,1,0001,Ulterior Warrior,2017-09-27,2017-10-07,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
2017,TE,12212,,,1,0008,Gordon Is The New Blackmon,2017-10-04,2017-10-11,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:08:47
