season,position_filter,player_id,player_name,nfl_team,lineage_seq,owner_franchise_id,owner_team_name,stint_start_date,stint_end_date,acquire_source,close_source,week1_owner_franchise_id,week1_owner_team_name,prior_owner_franchise_id,prior_owner_team_name,week1_contract_info,prior_contract_info,generated_at_utc
2017,S,11498,,,1,0008,Gordon Is The New Blackmon,2017-04-22,2017-11-04,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,11313,,,1,0003,Gride,2017-08-12,2017-10-28,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,11327,,,1,0005,C'mon Son,2017-08-12,2017-11-12,AUCTION:FreeAgent,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,11347,,,1,0011,Cleon Ca$h,2017-08-12,2017-09-13,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,11740,,,1,0005,C'mon Son,2017-08-12,2017-10-29,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,12717,,,1,0007,Sex Manther,2017-08-12,2017-10-29,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,9864,,,1,0001,Ulterior Warrior,2017-08-12,2017-09-16,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,9829,,,1,0004,Pure Greatness,2017-08-13,2017-09-23,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,13228,,,1,0007,Sex Manther,2017-08-14,2017-08-24,AUCTION:FreeAgent,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,8448,,,1,0006,Good in Da Hood,2017-09-10,2017-09-12,ADDDROP:FREE_AGENT,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,9154,,,1,0001,Ulterior Warrior,2017-09-16,2017-09-20,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,9549,,,1,0004,Pure Greatness,2017-09-27,2017-10-22,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,9154,,,2,0001,Ulterior Warrior,2017-09-27,2017-11-18,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,11956,,,1,0008,Gordon Is The New Blackmon,2017-09-30,2017-10-07,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,8713,,,1,0008,Gordon Is The New Blackmon,2017-10-15,2017-10-22,ADDDROP:FREE_AGENT,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,12308,,,1,0009,C-Town Chivalry,2017-10-25,2017-11-02,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,11956,,,2,0003,Gride,2017-10-28,2017-11-08,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,12274,,,1,0008,Gordon Is The New Blackmon,2017-10-29,2017-11-08,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,12990,,,1,0001,Ulterior Warrior,2017-10-29,2017-10-31,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,9549,,,2,0002,Crystal Blue Persuasian,2017-11-02,2017-11-29,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,8448,,,2,0001,Ulterior Warrior,2017-11-05,2017-11-23,ADDDROP:FREE_AGENT,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,12308,,,2,0008,Gordon Is The New Blackmon,2017-11-08,2017-12-03,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,12990,,,2,0003,Gride,2017-11-08,2017-11-16,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,10026,,,1,0008,Gordon Is The New Blackmon,2017-11-09,2017-11-17,ADDDROP:BBID,ADDDROP:FREE_AGENT,,,,,,,2026-04-21 22:15:04
2017,S,11498,,,2,0003,Gride,2017-11-16,2017-12-21,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2017,S,12718,,,1,0001,Ulterior Warrior,2017-11-23,2017-12-16,ADDDROP:BBID,ADDDROP:BBID,,,,,,,2026-04-21 22:15:04
2018,S,9816,,,1,0004,Pure Greatness,2018-08-11,2018-09-09,AUCTION:FreeAgent,ADDDROP:BBID,,,,,,,2026-04-21 22:15:10
